Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2,18.1875,-4.0625,-2.5,-0.9633789,0.171875,-0.07080078,0.3139648,-0.1142578,-0.1303711
6,15.5625,-2.5,-2.0625,-0.9711914,0.1601563,-0.07470703,0.3129883,-0.1142578,-0.1289063
10,15.5,-1.625,-2.875,-0.9829102,0.1523438,-0.03222656,0.3154297,-0.1142578,-0.1303711
14,15.125,-1.75,-3.9375,-1.001953,0.15625,-0.03613281,0.3139648,-0.1157227,-0.1303711
18,16.3125,-2.9375,-3.25,-1.017578,0.1523438,-0.009277344,0.3139648,-0.1166992,-0.1289063
22,18.0625,-3.9375,-4.0625,-1.017578,0.171875,-0.001464844,0.3139648,-0.1166992,-0.1318359
26,17.25,-4.875,-3,-1.041016,0.21875,-0.009277344,0.3139648,-0.1166992,-0.1303711
30,16.1875,-5.4375,-0.5625,-1.033203,0.2573242,0.005859375,0.3139648,-0.1166992,-0.1303711
34,10.5,-3.125,1.6875,-1.048828,0.2963867,-0.001464844,0.3139648,-0.1196289,-0.1303711
38,5.875,-2.6875,3.8125,-1.087402,0.2963867,0.01367188,0.3139648,-0.1166992,-0.1289063
42,3.8125,-5.4375,8.875,-1.137695,0.3193359,0.04052734,0.3154297,-0.1181641,-0.1289063
46,7.0625,-10.3125,14.6875,-1.129883,0.2963867,0.05175781,0.3154297,-0.1181641,-0.1303711
50,14,-12.8125,19.5,-1.095215,0.3388672,0.06738281,0.3129883,-0.1220703,-0.1333008
54,17.75,-13.375,26.1875,-1.114746,0.4204102,0.03662109,0.3115234,-0.1230469,-0.1318359
58,16,-14.1875,35.9375,-1.099121,0.4985352,0.009765625,0.3115234,-0.1269531,-0.1333008
62,10.4375,-11.6875,47.125,-1.052734,0.5292969,-0.01318359,0.3105469,-0.1293945,-0.1347656
66,5.8125,-8.3125,57.0625,-1.063965,0.5058594,-0.009277344,0.3105469,-0.1318359,-0.1347656
70,7.8125,-7.875,63.5625,-1.071777,0.4985352,-0.009277344,0.3081055,-0.1396484,-0.1357422
74,9.75,-4.6875,72.125,-1.052734,0.5488281,-0.005371094,0.3071289,-0.1455078,-0.1386719
79,5.3125,-3.875,80.8125,-1.025391,0.5952148,-0.04003906,0.3032227,-0.1518555,-0.137207
83,1.5625,2.25,87.875,-0.9790039,0.5683594,-0.07080078,0.3022461,-0.1606445,-0.137207
87,-0.0625,27.625,90.9375,-0.8354492,0.5058594,0.001953125,0.2998047,-0.1669922,-0.1347656
91,3.75,22.625,103.0625,-1.067871,0.5175781,-0.1245117,0.2973633,-0.1757813,-0.1333008
95,0.625,3,103.3125,-1.037109,0.5449219,-0.08203125,0.2949219,-0.1855469,-0.1333008
99,-8.5625,-15.4375,87.25,-1.071777,0.5527344,-0.07470703,0.2939453,-0.1918945,-0.1347656
103,-3,-36.5,91.625,-1.137695,0.4243164,-0.01660156,0.2890625,-0.1967773,-0.1347656
107,12.3125,-45.0625,98.3125,-0.9248047,0.4052734,-0.01318359,0.2856445,-0.2055664,-0.137207
111,32.1875,-33.1875,109.6875,-0.7695313,0.4946289,-0.07080078,0.2773438,-0.2158203,-0.1416016
115,33.4375,-15.25,134.625,-1.005859,0.4438477,-0.5053711,0.2749023,-0.2231445,-0.1386719
119,6.4375,-34.1875,163.6875,-0.9516602,1.061523,-0.02441406,0.2651367,-0.2382813,-0.1425781
123,-7.5,-26.625,139.5,-0.6533203,0.8710938,-0.07861328,0.2558594,-0.2495117,-0.1455078
127,-10.4375,-11.4375,150.6875,-0.7929688,0.9335938,-0.06298828,0.2509766,-0.2558594,-0.144043
131,-17.1875,-6.75,160,-0.8237305,0.9760742,-0.1401367,0.2402344,-0.2680664,-0.1469727
135,-34.8125,-3.625,171.6875,-0.8666992,0.9604492,-0.128418,0.2319336,-0.2792969,-0.1484375
139,-44,-6.0625,184.9375,-0.8818359,0.7666016,-0.04003906,0.2260742,-0.2856445,-0.1508789
143,-42.6875,-8.3125,190.375,-0.7890625,0.7705078,0.02880859,0.2104492,-0.296875,-0.1538086
147,-35.3125,-14.3125,183.6875,-0.7543945,0.7895508,0.04052734,0.1962891,-0.3081055,-0.15625
151,-19.4375,-15.25,169.875,-0.5449219,0.809082,0.07910156,0.1879883,-0.3144531,-0.1591797
155,-2.0625,-10.125,161.6875,-0.6962891,0.9375,0.1367188,0.1738281,-0.3217773,-0.1591797
159,3.0625,-18.375,176.75,-0.7426758,1.143066,0.06738281,0.1606445,-0.3330078,-0.1616211
163,-7.4375,-14.125,188.5625,-0.5952148,1.251953,0.08251953,0.1474609,-0.3378906,-0.1630859
167,-16.0625,-10.5625,192.5,-0.5913086,1.244141,0.06347656,0.1318359,-0.3442383,-0.1630859
171,-22.4375,-9.125,194.5,-0.5722656,1.267578,0.06347656,0.1166992,-0.3530273,-0.1660156
175,-29.1875,-8.5625,198.3125,-0.5292969,1.36084,0.06738281,0.1020508,-0.3554688,-0.1660156
179,-35.375,-4.75,202.875,-0.4750977,1.39209,0.08642578,0.08300781,-0.3579102,-0.1699219
183,-32.4375,1.75,220.875,-0.4594727,1.411133,0.1328125,0.06640625,-0.3618164,-0.1738281
187,-32.5625,6,238.375,-0.4829102,1.531738,0.1289063,0.0546875,-0.3642578,-0.175293
191,-38.9375,7.4375,254.25,-0.4985352,1.605469,0.140625,0.03076172,-0.3632813,-0.1767578
195,-54,8.8125,269.625,-0.4287109,1.621094,0.1479492,0.006835938,-0.3632813,-0.1821289
199,-68.1875,10.375,279.1875,-0.4633789,1.574707,0.1367188,-0.006835938,-0.3579102,-0.1865234
203,-73.875,7.875,288.6875,-0.4443359,1.422852,0.1904297,-0.03320313,-0.3554688,-0.1918945
208,-70.75,3.0625,295.375,-0.4829102,1.388184,0.2060547,-0.05810547,-0.3432617,-0.1972656
212,-69.6875,-4.4375,300.1875,-0.3935547,1.325684,0.1904297,-0.07470703,-0.3354492,-0.2011719
216,-61.75,-6.25,312.9375,-0.3745117,1.228516,0.2211914,-0.09863281,-0.3256836,-0.2055664
220,-57.875,-9.75,321.125,-0.28125,1.228516,0.1674805,-0.1245117,-0.3095703,-0.2094727
224,-70.4375,-5.9375,322.375,-0.2231445,1.294922,0.08642578,-0.1391602,-0.2993164,-0.2133789
228,-95.75,-3.625,316.3125,-0.230957,1.267578,0.07910156,-0.1640625,-0.2783203,-0.2163086
232,-107.9375,-10.25,317.125,-0.2890625,0.9643555,0.08642578,-0.184082,-0.2543945,-0.2231445
236,-93.1875,-16.4375,321.125,-0.2348633,0.6694336,0.1479492,-0.1982422,-0.2368164,-0.2246094
240,-61.3125,-23.9375,321.875,-0.1728516,0.4946289,0.1826172,-0.2163086,-0.2080078,-0.2299805
244,-38.1875,-31.5625,318.125,-0.09912109,0.5449219,0.1171875,-0.2319336,-0.1831055,-0.2285156
248,-32.1875,-31,307.875,-0.03710938,0.6733398,0.1098633,-0.2426758,-0.1679688,-0.2270508
252,-49.625,-34.5,294.6875,-0.01025391,0.7509766,0.06347656,-0.253418,-0.1396484,-0.2270508
256,-73.875,-31.8125,289.125,0.02832031,0.6499023,0.02880859,-0.2617188,-0.1108398,-0.2216797
260,-86.9375,-29.875,291.25,-0.01806641,0.3623047,0.03662109,-0.2685547,-0.09082031,-0.2216797
264,-92.5,-29.5,289.6875,0.01269531,0.04736328,0.01708984,-0.2724609,-0.05957031,-0.2202148
268,-97.3125,-31,281.4375,0.01269531,-0.4335938,-0.1054688,-0.2734375,-0.02685547,-0.21875
272,-98.1875,-31.3125,257,-0.1069336,-1.739258,-0.324707,-0.2724609,-0.009277344,-0.2148438
276,-83.0625,-32.5625,201.125,0.07080078,-1.486816,-0.2822266,-0.2734375,0.01611328,-0.2109375
280,-49.9375,-33.5,142.25,0.140625,-1.90625,-0.3515625,-0.2700195,0.03759766,-0.2080078
284,-5.9375,-30.25,75.625,0.2797852,-1.964355,-0.309082,-0.2700195,0.04492188,-0.2041016
288,29.0625,-15.8125,20.9375,0.4155273,-1.591309,-0.1938477,-0.2700195,0.04882813,-0.2026367
292,41.3125,-3,-27.9375,0.4467773,-1.032227,-0.02050781,-0.2700195,0.04980469,-0.2026367
296,34.6875,-0.3125,-63.25,0.4931641,-0.5966797,0.1674805,-0.2709961,0.04638672,-0.2041016
300,29.8125,-1.25,-85.875,0.5356445,-0.3364258,0.3637695,-0.2724609,0.03759766,-0.2026367
304,37.5625,-10.5,-92.3125,0.5317383,-0.2241211,0.4521484,-0.2744141,0.02636719,-0.2055664
308,49.9375,-17.875,-87.0625,0.6713867,-0.1733398,0.3945313,-0.2758789,0.02148438,-0.2041016
312,55.5625,-13.625,-83.5,0.7915039,-0.1616211,0.2402344,-0.2783203,0.008789063,-0.2041016
316,43.125,-0.5625,-91.25,0.8457031,-0.1459961,0.07910156,-0.2817383,-0.0004882813,-0.2041016
320,27.1875,12.375,-112.3125,0.7875977,-0.2275391,0.159668,-0.2827148,-0.01074219,-0.2041016
324,21,10.625,-130.8125,0.59375,-0.2861328,0.2060547,-0.2827148,-0.02050781,-0.2080078
328,21.25,5.5625,-149.3125,0.5708008,-0.3481445,0.2290039,-0.2827148,-0.03466797,-0.206543
332,30,3.875,-172.4375,0.4853516,-0.3989258,0.1367188,-0.2817383,-0.04443359,-0.206543
337,42.25,4.625,-197.1875,0.4580078,-0.3364258,0.06738281,-0.2817383,-0.06298828,-0.2080078
341,53.5625,9.4375,-221.625,0.3730469,-0.1772461,0.140625,-0.2792969,-0.08447266,-0.206543
345,63.5,0.3125,-230.6875,0.1948242,0.05517578,0.1479492,-0.2768555,-0.09960938,-0.2094727
349,62.875,-1.25,-225.3125,0.3959961,0.2299805,0.09033203,-0.2709961,-0.1230469,-0.206543
353,58.0625,15.3125,-219.75,0.4814453,0.4555664,0.03662109,-0.2651367,-0.1455078,-0.2055664
357,32.8125,23.5,-232.9375,0.3959961,0.3896484,0.009765625,-0.2602539,-0.1621094,-0.2080078
361,12,21.5625,-253,0.2836914,0.3310547,0.02880859,-0.2495117,-0.1821289,-0.2080078
365,25.8125,20.375,-259.125,0.2993164,0.1445313,0.2172852,-0.2363281,-0.203125,-0.2094727
369,67.75,21.8125,-240.3125,0.2216797,0.2148438,0.1826172,-0.2280273,-0.2182617,-0.2094727
373,95.9375,32.9375,-220.1875,0.2758789,0.5058594,0.144043,-0.2138672,-0.2368164,-0.2055664
377,81.8125,39.5625,-214.3125,0.159668,0.855957,0.005859375,-0.1982422,-0.2568359,-0.2041016
381,7.375,34.625,-279.5,-0.03710938,1.209473,0.1098633,-0.1865234,-0.2695313,-0.2041016
385,-23.875,1.3125,-311.5,-0.2543945,0.777832,0.2675781,-0.1650391,-0.2866211,-0.206543
389,45.3125,-15.8125,-312.3125,-0.2231445,0.3974609,0.5712891,-0.1435547,-0.3017578,-0.2055664
393,116.5625,-22,-282.1875,-0.1962891,0.8710938,0.2290039,-0.128418,-0.3144531,-0.199707
397,119.5,-0.75,-226.8125,0.1367188,1.39209,0.03271484,-0.1069336,-0.3291016,-0.1904297
401,68.5,40.0625,-183.6875,0.1987305,1.601563,-0.1206055,-0.08886719,-0.3417969,-0.1835938
405,-9.375,62.875,-191.6875,-0.2504883,1.578613,-0.03613281,-0.07714844,-0.3466797,-0.1835938
409,-62.125,13.6875,-282.9375,-0.8046875,1.04248,0.1713867,-0.05664063,-0.3505859,-0.1850586
413,5.4375,-41.5,-317.5,-0.8007813,0.6811523,0.4907227,-0.03173828,-0.3520508,-0.1889648
417,83.8125,-44.1875,-289,-0.4985352,1.135742,0.3017578,-0.01416016,-0.3554688,-0.1875
421,82.6875,-21.375,-240.125,-0.28125,1.765137,0.02880859,0.005859375,-0.3618164,-0.1806641
425,16.625,5.4375,-207.25,-0.2080078,1.850586,-0.1015625,0.02832031,-0.3632813,-0.1767578
429,-37.5625,34.0625,-184.375,-0.2192383,1.306641,-0.08984375,0.0390625,-0.3603516,-0.175293
433,-21.9375,59.8125,-176.6875,-0.5292969,0.8481445,0.08251953,0.05566406,-0.3579102,-0.1796875
437,10,33.8125,-227.625,-1.149414,0.8710938,0.1367188,0.07861328,-0.3554688,-0.1782227
441,36.625,-17.8125,-249.75,-1.013672,1.197754,0.09814453,0.09130859,-0.3520508,-0.1728516
445,30.9375,-7.75,-223.3125,-0.5952148,1.481445,0.1171875,0.1118164,-0.3466797,-0.175293
449,-3.8125,17.375,-198.4375,-0.6069336,1.527832,-0.05517578,0.1293945,-0.3408203,-0.1728516
453,-31.9375,33.875,-186.9375,-0.6533203,1.279297,-0.06689453,0.1450195,-0.3344727,-0.1728516
457,-30.25,47.75,-181.1875,-0.715332,1.01123,-0.1054688,0.1591797,-0.3242188,-0.175293
461,-7.3125,58.75,-175.0625,-0.8393555,0.9682617,-0.03222656,0.1757813,-0.3144531,-0.1728516
466,8,57.5625,-167.0625,-0.9711914,1.077148,0.05175781,0.1855469,-0.3066406,-0.1713867
470,15.5625,42.0625,-154.4375,-1.067871,1.135742,0.1020508,0.2021484,-0.296875,-0.168457
474,18.6875,23.5625,-149.5625,-0.9868164,1.174316,0.1020508,0.2138672,-0.2866211,-0.1630859
478,18.5,10.9375,-149.8125,-0.8237305,1.225098,0.02490234,0.2202148,-0.2832031,-0.1630859
482,11.8125,18.3125,-137.25,-0.6069336,1.271484,0.02880859,0.2294922,-0.2719727,-0.1591797
486,-1.5,37.75,-119.8125,-0.5488281,1.321777,0.03271484,0.237793,-0.2631836,-0.1577148
490,-9.625,51.625,-97.3125,-0.6884766,1.248047,0.2060547,0.2451172,-0.2568359,-0.15625
494,-3.9375,33.25,-71.625,-1.033203,1.225098,0.3212891,0.2509766,-0.2495117,-0.1547852
498,14.3125,-11.9375,-57.625,-0.9750977,1.112305,0.3867188,0.2558594,-0.2441406,-0.1538086
502,34.25,-30.6875,-43.5625,-0.6572266,1.209473,0.2368164,0.2583008,-0.2392578,-0.1523438
506,29.75,-21.25,-18.625,-0.4829102,1.356934,0.09423828,0.2568359,-0.2392578,-0.1538086
510,8.375,-7.25,9.625,-0.4946289,1.364746,0.03271484,0.2568359,-0.2416992,-0.1547852
514,-6.875,-0.125,33.6875,-0.5834961,1.174316,0.05957031,0.2592773,-0.2392578,-0.1538086
518,-7.375,-4.625,43.75,-0.7270508,1.030762,0.1289063,0.2543945,-0.2441406,-0.1523438
522,-2.25,-19.4375,51.4375,-0.765625,0.9492188,0.09423828,0.253418,-0.2480469,-0.1538086
526,6.4375,-25.875,61,-0.7114258,0.9257813,0.08642578,0.25,-0.2504883,-0.1547852
530,12.75,-26.8125,71.5625,-0.715332,0.9799805,0.07128906,0.2475586,-0.2583008,-0.15625
534,16.9375,-29.375,84,-0.7192383,1.038574,0.07128906,0.2402344,-0.2617188,-0.1591797
538,18.75,-28.625,96.25,-0.715332,1.120117,0.05566406,0.2353516,-0.2680664,-0.1606445
542,12.4375,-27.8125,107.3125,-0.730957,1.255859,0.05175781,0.2270508,-0.2744141,-0.1577148
546,-0.25,-26.5625,116.5,-0.7348633,1.310547,0.06347656,0.2202148,-0.2832031,-0.1616211
550,-13.4375,-28.5625,121.25,-0.831543,1.364746,0.1020508,0.2128906,-0.2895508,-0.1630859
554,-20.1875,-39.125,135.5,-0.9169922,1.310547,0.1557617,0.203125,-0.296875,-0.1645508
558,-8.625,-44.6875,157.375,-0.7851563,1.20166,0.1787109,0.1904297,-0.3041992,-0.1699219
562,5.125,-35.5,179.4375,-0.6923828,1.225098,0.1787109,0.1821289,-0.3095703,-0.1699219
566,7.375,-27.25,196.3125,-0.7426758,1.341309,0.159668,0.1650391,-0.3217773,-0.1713867
570,-1.3125,-28,203.9375,-0.7773438,1.411133,0.1674805,0.1499023,-0.3291016,-0.1738281
574,-10.5625,-32.8125,202.875,-0.8198242,1.442383,0.1904297,0.1367188,-0.3354492,-0.1728516
578,-16.5,-36.1875,211.125,-0.746582,1.418945,0.159668,0.1166992,-0.3457031,-0.175293
582,-11.5625,-30.125,228.875,-0.6884766,1.407715,0.144043,0.09521484,-0.3491211,-0.1782227
586,-12.9375,-20.4375,252.3125,-0.6728516,1.523926,0.105957,0.08300781,-0.3544922,-0.1796875
590,-21.875,-15.6875,265.5,-0.6845703,1.461914,0.05957031,0.05810547,-0.3579102,-0.1796875
595,-26.25,-12.875,268,-0.6845703,1.469727,0.1132813,0.03417969,-0.359375,-0.1806641
599,-46.3125,-19.625,260.6875,-0.746582,1.547363,0.1132813,0.01757813,-0.359375,-0.1865234
603,-60.8125,-27.5625,262.0625,-0.6416016,1.407715,0.1328125,-0.005859375,-0.3554688,-0.1918945
607,-56.0625,-23.0625,280.9375,-0.5292969,1.228516,0.125,-0.03076172,-0.3505859,-0.1943359
611,-38.9375,-14.625,304.3125,-0.4482422,1.100586,0.1132813,-0.04833984,-0.3457031,-0.1972656
615,-27.1875,-6.75,312.5625,-0.3862305,1.158691,0.1098633,-0.07324219,-0.3378906,-0.1972656
619,-40.6875,-4.6875,305.375,-0.3862305,1.294922,0.06738281,-0.09960938,-0.3266602,-0.2041016
623,-71.125,-7.0625,295.3125,-0.3046875,1.209473,0.05957031,-0.1162109,-0.3193359,-0.2041016
627,-86.625,-5.5625,291.3125,-0.3393555,1.022949,0.125,-0.1391602,-0.3017578,-0.2109375
631,-72.9375,-19.5,299.625,-0.362793,0.6499023,0.1943359,-0.1601563,-0.2807617,-0.2133789
635,-35.9375,-27.0625,305.125,-0.1572266,0.5019531,0.2402344,-0.1757813,-0.2680664,-0.2148438
639,-8.875,-26.1875,305.0625,-0.02587891,0.5605469,0.2094727,-0.1962891,-0.2480469,-0.2163086
643,-20.375,-22.75,296.0625,0.05908203,0.793457,0.09033203,-0.2163086,-0.2280273,-0.2148438
647,-51.25,-17.25,277.1875,0.125,0.7041016,0.06738281,-0.2270508,-0.2143555,-0.2133789
651,-71.0625,-10.125,264.3125,0.1870117,0.5058594,0.08251953,-0.2387695,-0.1904297,-0.2163086
655,-60.75,-8.375,258.8125,0.07470703,0.2885742,0.2329102,-0.2509766,-0.1655273,-0.2177734
659,-24.75,-26.375,269.75,0.03564453,0.09033203,0.2983398,-0.2578125,-0.1479492,-0.2148438
663,10.875,-37.375,270.8125,0.2797852,0.07861328,0.2983398,-0.2675781,-0.1245117,-0.2133789
667,18.1875,-36.875,254.3125,0.3417969,0.3232422,0.2021484,-0.2734375,-0.1030273,-0.2109375
671,-10,-40.6875,229.6875,0.4038086,0.3818359,0.144043,-0.2792969,-0.08837891,-0.2080078
