Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,5.1875,13.5,-1.6875,-0.3432617,-0.9428711,0.03662109,0.5795898,0.2114258,-0.02587891
4,4.5,8.75,-2.1875,-0.3510742,-1.004883,0.05957031,0.559082,0.2011719,-0.04345703
8,8.8125,4.1875,-7.3125,-0.246582,-1.043945,0.06347656,0.5258789,0.1875,-0.06396484
12,10.375,-2.6875,-9.8125,-0.1572266,-1.094238,0.04052734,0.4912109,0.1748047,-0.07861328
16,14.75,1.3125,-25.0625,0.09375,-1.152344,0.01367188,0.4189453,0.1601563,-0.1020508
20,18.75,13.875,-42.375,0.2758789,-1.276855,0.05957031,0.3198242,0.1635742,-0.1210938
24,31.3125,36.3125,-65.8125,0.4658203,-1.405273,0.1171875,0.2460938,0.1699219,-0.1279297
28,47.8125,71.75,-85.1875,0.5551758,-1.48291,0.1904297,0.1499023,0.1884766,-0.1279297
32,61.9375,108.625,-97.3125,0.4428711,-1.517578,0.1826172,0.08447266,0.2026367,-0.1225586
36,71.5625,130.125,-99.0625,0.2255859,-1.572266,0.1748047,0.05712891,0.2099609,-0.1196289
40,78.9375,132.375,-104.4375,0.03955078,-1.552734,0.1518555,0.03417969,0.2124023,-0.1166992
44,81.125,117.625,-108,-0.06054688,-1.486816,0.1210938,0.02001953,0.2124023,-0.1181641
48,73.3125,98.5625,-115.125,-0.08007813,-1.424316,0.1713867,0.01416016,0.2099609,-0.1181641
52,67.4375,75.9375,-122.5,-0.1689453,-1.513672,0.2709961,0.009277344,0.2060547,-0.1166992
56,71.625,51.6875,-129.5625,-0.1303711,-1.525391,0.3442383,0.003417969,0.2026367,-0.1157227
60,72.4375,37.6875,-132.3125,-0.08007813,-1.525391,0.3481445,-0.0009765625,0.2011719,-0.1113281
64,69,24.6875,-136.25,-0.07617188,-1.479004,0.3442383,-0.0078125,0.1987305,-0.105957
68,65.625,14.5,-140.9375,-0.03320313,-1.560547,0.3945313,-0.01855469,0.2001953,-0.09765625
72,69.5,13.6875,-144.3125,0.004882813,-1.61084,0.4599609,-0.0234375,0.2001953,-0.08837891
76,75.625,20.25,-145.3125,0.02441406,-1.630371,0.4829102,-0.03759766,0.1987305,-0.07861328
80,83.5625,25.375,-148.6875,0.0009765625,-1.61084,0.425293,-0.05566406,0.2036133,-0.07177734
84,85,21.0625,-153.125,-0.1108398,-1.544922,0.3710938,-0.06640625,0.2060547,-0.07080078
