Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3,-2.875,3.5,-7.0625,-0.9399414,-0.340332,-0.1669922,0.2709961,0.07519531,-0.09082031
7,-2.375,5.25,-7.5,-0.9169922,-0.3364258,-0.1513672,0.2709961,0.07519531,-0.09375
11,-2.125,5,-8.75,-0.9477539,-0.3442383,-0.128418,0.2709961,0.07519531,-0.09082031
15,0.125,-0.5,-10.9375,-0.9326172,-0.3286133,-0.128418,0.2700195,0.07519531,-0.09082031
19,0,-1.875,-11.5625,-0.8510742,-0.2978516,-0.1435547,0.2709961,0.07617188,-0.09228516
23,-0.125,0.6875,-10.625,-0.8588867,-0.3095703,-0.1630859,0.2709961,0.07763672,-0.09228516
27,0.3125,2.6875,-11.5,-0.862793,-0.2861328,-0.2089844,0.269043,0.07763672,-0.09228516
31,0.4375,2.1875,-14.3125,-0.847168,-0.2783203,-0.2324219,0.2700195,0.07861328,-0.08984375
35,0.625,6.3125,-14,-0.8237305,-0.2783203,-0.2285156,0.269043,0.08251953,-0.08984375
39,2.6875,10.6875,-12.75,-0.878418,-0.2978516,-0.2592773,0.269043,0.08105469,-0.08984375
43,6.25,10.625,-12.9375,-0.8935547,-0.2939453,-0.3129883,0.2675781,0.08251953,-0.08837891
47,8.1875,11.5,-17.0625,-0.8974609,-0.2705078,-0.3398438,0.2666016,0.08496094,-0.08837891
51,6.375,15,-15.8125,-0.8896484,-0.2431641,-0.3823242,0.269043,0.08398438,-0.08544922
55,-0.125,19.8125,-11.8125,-0.8974609,-0.2470703,-0.4091797,0.2675781,0.08740234,-0.08447266
59,-3.375,25.8125,-8.6875,-0.8818359,-0.2978516,-0.3823242,0.2675781,0.08642578,-0.08447266
63,-2.375,33.3125,-5.9375,-0.8896484,-0.3173828,-0.3862305,0.269043,0.08740234,-0.08154297
67,-4.375,40.5,-5.5,-0.9208984,-0.3286133,-0.394043,0.269043,0.08740234,-0.08007813
71,-6.5625,41.9375,-9.125,-0.9790039,-0.355957,-0.378418,0.2675781,0.08984375,-0.07617188
75,-11.875,38.875,-14.3125,-0.9750977,-0.3442383,-0.3901367,0.269043,0.08984375,-0.07324219
79,-17.625,42.8125,-14.875,-0.9248047,-0.3793945,-0.3515625,0.269043,0.08984375,-0.06933594
84,-19.0625,50.5,-11.1875,-0.8896484,-0.4101563,-0.4477539,0.2700195,0.09228516,-0.06640625
88,-20.6875,61.75,-10.875,-0.7773438,-0.4140625,-0.5786133,0.2700195,0.09521484,-0.06103516
92,-18.0625,82.6875,-6.9375,-0.7504883,-0.4726563,-0.6206055,0.2700195,0.09521484,-0.05419922
96,-8.9375,93.625,-13.25,-0.9711914,-0.534668,-0.6132813,0.269043,0.09619141,-0.04736328
100,-0.5625,88.4375,-28,-0.9287109,-0.46875,-0.6015625,0.2709961,0.1000977,-0.03955078
104,-2.5,99.1875,-28.3125,-0.8588867,-0.3598633,-0.6323242,0.2700195,0.1000977,-0.03125
108,-12.5625,107.6875,-22.25,-0.8588867,-0.3173828,-0.7167969,0.269043,0.1035156,-0.02294922
112,-25.4375,123.5,-10.9375,-0.7426758,-0.3056641,-0.8056641,0.2700195,0.1049805,-0.01757813
116,-29.75,148.3125,9.6875,-0.8549805,-0.402832,-0.7978516,0.269043,0.1064453,-0.00390625
120,-28.0625,141.5,-2.375,-1.114746,-0.484375,-0.7939453,0.2666016,0.1064453,0.01074219
124,-28.75,137.0625,-15.375,-0.9326172,-0.4257813,-0.7133789,0.2675781,0.1064453,0.02001953
128,-40.625,139.875,-10.9375,-0.9169922,-0.3325195,-0.8515625,0.2651367,0.1064453,0.03369141
132,-59.4375,153.25,7.3125,-0.831543,-0.3208008,-0.9399414,0.2617188,0.1074219,0.04980469
136,-73.9375,178.125,44.9375,-0.7426758,-0.3208008,-1.121094,0.2602539,0.1049805,0.05664063
140,-94.625,215.125,90.9375,-0.7695313,-0.2470703,-1.363281,0.2592773,0.09765625,0.07714844
144,-135.0625,212.9375,56.3125,-1.15332,-0.3520508,-1.436523,0.2558594,0.08984375,0.09912109
148,-143.3125,188.25,24.125,-1.009766,-0.6279297,-1.240234,0.25,0.08398438,0.1181641
152,-140.3125,192.4375,6.75,-0.9326172,-0.7172852,-1.13623,0.2426758,0.07617188,0.1381836
156,-121.0625,196.8125,-7.375,-0.7890625,-0.7910156,-1.051758,0.2329102,0.06982422,0.15625
160,-74.8125,227.75,6,-0.6767578,-0.7641602,-1.043945,0.2246094,0.06640625,0.1699219
164,-35.6875,266.875,32.4375,-0.6650391,-0.4375,-1.224609,0.2119141,0.0625,0.1914063
168,-34.625,277.1875,21.875,-0.9868164,-0.03369141,-1.640137,0.1938477,0.06005859,0.2089844
172,-65.5,247.0625,-25,-0.9946289,0.07861328,-1.709473,0.1821289,0.05615234,0.2226563
176,-93.0625,247.5625,-27.6875,-0.9750977,0.03222656,-1.494141,0.1606445,0.05517578,0.2402344
180,-108.625,249.6875,-7.625,-1.001953,0.05517578,-1.409668,0.1391602,0.04638672,0.2524414
184,-121.625,253.6875,16.5625,-0.8974609,-0.04150391,-1.301758,0.125,0.04150391,0.2636719
188,-114.3125,266.375,46.6875,-0.8510742,-0.2666016,-1.205566,0.1020508,0.03027344,0.2797852
192,-85.6875,278.0625,55.9375,-0.6303711,-0.340332,-1.08252,0.07617188,0.01855469,0.2895508
196,-64.25,284.6875,55.375,-0.7192383,-0.1967773,-1.055664,0.06298828,0.01513672,0.2949219
200,-70.375,260.5625,43.8125,-0.7387695,-0.1113281,-0.7402344,0.03564453,0.00390625,0.3017578
204,-72.625,229.4375,45.6875,-0.6884766,-0.1616211,-0.4052734,0.01171875,0,0.3056641
208,-69.9375,182.75,40.8125,-0.5644531,-0.3056641,-0.2978516,-0.001953125,-0.004394531,0.3056641
213,-46.5,154.4375,30,-0.246582,-0.4453125,-0.03613281,-0.02001953,-0.01171875,0.3100586
217,-12,124.1875,21.8125,-0.09521484,-0.4648438,0.001953125,-0.03515625,-0.01318359,0.3071289
221,17.125,101.5,14.875,0.02441406,-0.3095703,0.01367188,-0.04394531,-0.01318359,0.3056641
225,30.9375,74.875,6,0.06689453,-0.06835938,-0.01318359,-0.05322266,-0.009277344,0.3041992
229,26.5625,45.0625,3.3125,0.05908203,0.1254883,-0.04736328,-0.05908203,-0.008300781,0.3032227
233,11.75,12.25,0.25,0.07861328,0.09423828,-0.1513672,-0.05908203,-0.006835938,0.3032227
237,8.6875,-12.5625,-5.8125,0.3574219,0.0009765625,-0.309082,-0.06396484,-0.005859375,0.3032227
241,11.9375,-9.4375,-0.625,0.4506836,-0.08398438,-0.2592773,-0.05908203,-0.003417969,0.3041992
245,25.75,-18.0625,-2.25,0.3496094,-0.1035156,-0.3359375,-0.05908203,-0.001953125,0.3017578
249,31.6875,-32.0625,-7.5625,0.3071289,-0.05273438,-0.4902344,-0.05810547,-0.0004882813,0.3041992
253,33.6875,-40.1875,-15.875,0.3959961,0.02441406,-0.6171875,-0.05566406,0.002441406,0.3041992
257,32.0625,-40.25,-12.4375,0.3417969,0.03222656,-0.6860352,-0.05224609,0.004882813,0.3032227
261,30.5,-43.5625,-8,0.2568359,0.01660156,-0.6054688,-0.04589844,0.008789063,0.3041992
265,35.1875,-60.5625,-7.4375,0.1674805,-0.07617188,-0.7133789,-0.04394531,0.01269531,0.3041992
269,41.375,-69.75,-12,0.2915039,-0.08789063,-0.7822266,-0.03759766,0.01513672,0.3032227
273,45.5,-73.25,-17.3125,0.3110352,-0.1347656,-0.8823242,-0.03076172,0.01611328,0.3032227
277,56.125,-70.875,-17.6875,0.2529297,-0.2163086,-0.7861328,-0.02490234,0.02148438,0.3032227
281,73.5,-74.75,-12.1875,0.1171875,-0.1967773,-0.6938477,-0.02001953,0.02636719,0.3041992
285,85.0625,-93.4375,-9.5,-0.04492188,-0.2666016,-0.8671875,-0.01269531,0.03271484,0.300293
289,92.5625,-107.1875,-26.4375,0.3691406,-0.2861328,-1.19043,-0.003417969,0.04150391,0.2988281
293,98.4375,-78.5625,-29.8125,0.4077148,-0.3676758,-1.070801,0.0009765625,0.04882813,0.2988281
297,113.125,-67.375,-24.1875,0.06689453,-0.2978516,-0.8364258,0.008300781,0.05761719,0.293457
301,110.5625,-84.6875,-15.1875,-0.4013672,-0.02978516,-0.609375,0.01513672,0.06982422,0.2880859
305,81.875,-133.5,0.5,-0.7695313,-0.09960938,-0.7441406,0.01904297,0.07519531,0.2866211
309,56.25,-192.8125,-27.5,0.1713867,-0.3208008,-1.371094,0.03564453,0.08251953,0.2827148
313,52,-146.0625,-36.25,0.5239258,-0.7949219,-1.182617,0.04980469,0.08740234,0.2773438
317,84.5,-108.75,-31,0.1713867,-0.7680664,-1.009277,0.05810547,0.08984375,0.2729492
321,109.25,-104.1875,-32.25,-0.3823242,-0.6279297,-0.5629883,0.06640625,0.09863281,0.2661133
325,134,-142.9375,-14.875,-1.11084,-0.6279297,-0.6552734,0.07373047,0.1098633,0.2592773
