Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,0.0625,0.125,7.875,-0.6650391,0.6459961,-0.1899414,0.1879883,-0.3056641,0.07324219
5,3.625,-2.625,6.4375,-0.6767578,0.6923828,-0.2167969,0.1879883,-0.3056641,0.07177734
9,2.625,-5.6875,7.3125,-0.6845703,0.7236328,-0.2167969,0.1879883,-0.3056641,0.07421875
13,2.25,-7.25,6.5625,-0.6806641,0.7587891,-0.2436523,0.1879883,-0.3056641,0.07177734
17,3.3125,-8.0625,5.1875,-0.6416016,0.7817383,-0.2363281,0.1879883,-0.3041992,0.0703125
21,8.375,-7.8125,-0.5625,-0.6962891,0.8364258,-0.309082,0.1879883,-0.3041992,0.07324219
25,11.5,-12.25,-4.9375,-0.7387695,0.9179688,-0.3286133,0.1865234,-0.3056641,0.07177734
29,12.6875,-14.0625,-8.75,-0.7504883,0.9643555,-0.3286133,0.1865234,-0.3056641,0.07324219
33,13,-14.875,-13.8125,-0.7578125,1.019043,-0.3051758,0.1855469,-0.3032227,0.07177734
37,8.75,-11.3125,-18.5625,-0.7504883,1.049805,-0.2744141,0.1889648,-0.3017578,0.07177734
41,-1.125,-3,-20.4375,-0.7231445,1.069336,-0.2167969,0.1889648,-0.3041992,0.07324219
46,-12,6.0625,-24.3125,-0.7773438,1.049805,-0.2128906,0.1914063,-0.3032227,0.07568359
50,-26.25,14.5,-25.625,-0.78125,1.003418,-0.1899414,0.1938477,-0.3007813,0.0703125
54,-38.0625,22.4375,-24.1875,-0.8198242,0.9023438,-0.2128906,0.1948242,-0.3007813,0.06884766
58,-43.0625,21.875,-21.3125,-0.8549805,0.793457,-0.2246094,0.1962891,-0.3007813,0.0703125
62,-34.8125,21.1875,-24.0625,-0.7773438,0.6811523,-0.1821289,0.1962891,-0.3017578,0.06787109
66,-21.875,22.8125,-30.6875,-0.8164063,0.6733398,-0.2016602,0.199707,-0.3007813,0.0703125
70,-15.25,20.375,-31.4375,-0.8588867,0.6303711,-0.2285156,0.203125,-0.3007813,0.06787109
74,-8.5625,14.625,-27.125,-0.9248047,0.5913086,-0.2324219,0.203125,-0.3007813,0.06884766
78,-5.875,9.8125,-17.5,-0.9091797,0.5722656,-0.2246094,0.2070313,-0.2983398,0.06787109
82,-5.125,6.5625,-7.3125,-0.8745117,0.6030273,-0.1708984,0.2080078,-0.2983398,0.06787109
86,-2.125,6.6875,-4.5625,-0.8818359,0.6459961,-0.1435547,0.2104492,-0.2983398,0.06884766
90,0.6875,9.0625,-3.5625,-0.9326172,0.6923828,-0.1245117,0.2094727,-0.3007813,0.0703125
94,4.375,10.0625,-0.25,-0.9985352,0.7158203,-0.1743164,0.2104492,-0.3032227,0.07177734
98,8.5,9.375,2.625,-1.095215,0.7856445,-0.2167969,0.2119141,-0.3007813,0.07177734
102,7.25,7.3125,9.875,-1.141602,0.8286133,-0.2670898,0.2104492,-0.3056641,0.07177734
106,3.5625,3.5625,20.5625,-1.129883,0.8208008,-0.2670898,0.2094727,-0.3041992,0.07324219
110,9.3125,5.375,21.375,-1.025391,0.8012695,-0.1743164,0.2119141,-0.3081055,0.07421875
114,18.375,7.4375,17.375,-1.075684,0.8867188,-0.1552734,0.2104492,-0.3120117,0.07568359
118,21.5,7.6875,14.75,-1.145508,0.9335938,-0.1323242,0.2080078,-0.3154297,0.08105469
122,14.8125,8.25,24,-1.195801,0.956543,-0.1552734,0.2104492,-0.3178711,0.08251953
126,-2.625,6.1875,42.375,-1.242188,0.9101563,-0.2246094,0.2094727,-0.3178711,0.08251953
130,-22.25,-6.25,65.875,-1.195801,0.8012695,-0.2978516,0.2070313,-0.3242188,0.08398438
134,-21.5625,-23.25,73.5625,-0.8896484,0.5952148,-0.1782227,0.2045898,-0.3344727,0.08398438
138,19.8125,-27,52.75,-0.6611328,0.5175781,-0.09765625,0.2045898,-0.3369141,0.08544922
142,60.4375,-36.5625,23.8125,-0.6884766,0.6616211,-0.1015625,0.2055664,-0.3417969,0.08691406
146,75.25,-45.875,10.4375,-0.5141602,0.6694336,0.03271484,0.2055664,-0.3442383,0.09326172
150,76.5625,-40.5625,11.8125,-0.5102539,0.6811523,-0.001464844,0.2094727,-0.3466797,0.09619141
154,59.25,-48.6875,31,-0.6186523,0.7236328,-0.112793,0.2094727,-0.3466797,0.1000977
158,38.125,-59.875,48.875,-0.4868164,0.7041016,-0.06689453,0.2104492,-0.3520508,0.1044922
162,36.5,-52.875,36.9375,-0.1845703,0.6342773,0.08642578,0.2119141,-0.3569336,0.1069336
166,50.8125,-37.1875,7.9375,-0.2387695,0.5566406,-0.01660156,0.2119141,-0.3618164,0.1137695
170,71.125,-43.875,-10.3125,-0.2348633,0.4399414,0.07910156,0.215332,-0.3603516,0.1166992
175,89.1875,-34.125,-20.125,-0.262207,0.5292969,0.04443359,0.2202148,-0.3618164,0.1206055
179,84.8125,-27.1875,-25.3125,-0.4750977,0.6884766,-0.1743164,0.2246094,-0.3579102,0.1313477
183,46.625,-32,-5,-0.4365234,0.7041016,-0.1938477,0.2270508,-0.3579102,0.1425781
187,6.3125,-20.4375,18.75,-0.1069336,0.5722656,-0.07080078,0.2319336,-0.3579102,0.1425781
191,0.6875,11,5.25,-0.362793,0.7353516,-0.4975586,0.2294922,-0.3642578,0.1479492
195,-4.375,3.8125,-18.625,-0.878418,1.092773,-1.121094,0.2319336,-0.3666992,0.1518555
199,-7.5,-43.75,-41.875,-1.199707,0.8828125,-1.324707,0.2368164,-0.3691406,0.15625
203,-12.5,-89.5625,-31.625,-0.5722656,0.4282227,-0.7133789,0.2436523,-0.3745117,0.15625
207,-9.3125,-82.375,-1.625,-0.03710938,0.07080078,0.02099609,0.2568359,-0.3857422,0.1508789
211,-14.5625,-49.8125,21.3125,-0.07226563,0.2963867,0.2709961,0.2592773,-0.3916016,0.1494141
215,-14.75,-28.9375,8.25,-0.4404297,0.6884766,-0.1743164,0.2641602,-0.402832,0.1494141
219,-24.5,-43.25,-1.375,-0.9399414,0.7856445,-0.6748047,0.2666016,-0.4155273,0.1464844
223,-58.25,-72.5,23.9375,-0.6186523,0.5371094,-0.5322266,0.2709961,-0.4257813,0.1411133
227,-49.5,-76.875,31.625,-0.2890625,0.2265625,-0.1401367,0.2758789,-0.4467773,0.1259766
231,-8.8125,-76.125,27.8125,-0.1689453,0.21875,0.2675781,0.2758789,-0.4619141,0.1123047
235,21.1875,-54.625,18,-0.1533203,0.5097656,0.390625,0.2724609,-0.4692383,0.1044922
239,16.375,-33.5625,10.875,-0.3085938,0.8208008,0.1982422,0.2709961,-0.4741211,0.1000977
243,-2.625,-23.75,13.875,-0.3354492,0.8671875,0.1289063,0.2709961,-0.4755859,0.09619141
247,-11.875,-9.75,9.875,-0.2851563,0.8632813,0.1518555,0.2700195,-0.4794922,0.09472656
251,-15.25,8.625,-2.125,-0.262207,0.9414063,0.1635742,0.2675781,-0.4819336,0.09228516
255,-25.5,22.375,-10.625,-0.3862305,0.9179688,0.08251953,0.2700195,-0.484375,0.08935547
259,-26.8125,29.8125,-18.6875,-0.4169922,0.8168945,0.009765625,0.2700195,-0.484375,0.08789063
263,-25,32.875,-17.375,-0.4482422,0.7587891,0.02099609,0.2758789,-0.484375,0.08789063
267,-26.3125,37.75,-14.5,-0.3974609,0.7392578,0.09033203,0.2792969,-0.4853516,0.08935547
271,-26.125,48.75,-12,-0.3242188,0.6459961,0.1713867,0.2817383,-0.4829102,0.09228516
275,-14,53.6875,-11.625,-0.3354492,0.5410156,0.1635742,0.2841797,-0.4804688,0.09912109
279,6,56.4375,-13.4375,-0.296875,0.4711914,0.07910156,0.2856445,-0.4755859,0.105957
283,21.625,55.6875,-14.5625,-0.378418,0.5175781,-0.06298828,0.2866211,-0.4692383,0.1123047
287,23.3125,55.1875,-13.4375,-0.2851563,0.5292969,-0.03613281,0.2856445,-0.453125,0.125
291,21.625,58.875,-11.6875,-0.215332,0.4672852,0.07910156,0.2807617,-0.4370117,0.1357422
295,25.25,67.375,-10.625,-0.1533203,0.3779297,0.1171875,0.2758789,-0.4267578,0.1411133
299,31.9375,79.25,-4.125,-0.2192383,0.4125977,-0.05517578,0.2709961,-0.4067383,0.1450195
304,30,82.4375,-2.4375,-0.296875,0.5605469,-0.3012695,0.2602539,-0.3916016,0.1533203
308,22.125,80.6875,-2.5625,-0.3745117,0.5527344,-0.3129883,0.2519531,-0.3803711,0.15625
312,15.125,73.75,1.6875,-0.378418,0.5019531,-0.2705078,0.2451172,-0.3706055,0.1616211
316,10.25,71.1875,7.4375,-0.3203125,0.4829102,-0.1513672,0.2353516,-0.359375,0.1616211
320,14.5,85.6875,5.625,-0.4521484,0.5644531,-0.4169922,0.230957,-0.3505859,0.1616211
324,6.8125,77.4375,4.9375,-0.715332,0.7041016,-0.574707,0.2202148,-0.3432617,0.1630859
328,-7.8125,62.625,6,-0.6303711,0.6147461,-0.5283203,0.2138672,-0.3393555,0.1640625
332,-19.5,54.625,12.8125,-0.5371094,0.4985352,-0.359375,0.2104492,-0.3330078,0.1616211
336,-20.75,49,14.4375,-0.5605469,0.5175781,-0.1860352,0.2045898,-0.3320313,0.1586914
340,-16.4375,62.0625,13.5,-0.5605469,0.5527344,-0.1782227,0.1972656,-0.3305664,0.15625
344,-22.125,74.8125,13.1875,-0.6806641,0.6499023,-0.309082,0.1914063,-0.3291016,0.1547852
348,-40.0625,69.75,15.125,-0.6650391,0.6459961,-0.3554688,0.1865234,-0.328125,0.1547852
352,-42.1875,58.125,16.9375,-0.7387695,0.5214844,-0.4130859,0.1806641,-0.328125,0.1508789
356,-22.1875,42,13.4375,-0.8276367,0.5136719,-0.3901367,0.1748047,-0.3305664,0.1494141
360,-11,35.1875,21.0625,-0.8896484,0.5991211,-0.4516602,0.1689453,-0.328125,0.1464844
364,-12.625,29.75,32.3125,-0.746582,0.6577148,-0.4516602,0.1650391,-0.328125,0.1464844
368,-15.75,26.0625,41,-0.8046875,0.793457,-0.6630859,0.1616211,-0.328125,0.1450195
372,-23.625,7.25,49.25,-0.8818359,0.8481445,-0.7246094,0.1533203,-0.3291016,0.1411133
376,-17.375,-13.375,54.625,-0.8666992,0.824707,-0.6748047,0.1508789,-0.3305664,0.137207
380,-1.375,-29.625,53.125,-0.7114258,0.9023438,-0.559082,0.1474609,-0.3330078,0.1328125
384,8.6875,-38.3125,42.6875,-0.6225586,1.053711,-0.4282227,0.1425781,-0.3344727,0.1313477
388,0.625,-36.8125,34,-0.5253906,1.13916,-0.3666992,0.1416016,-0.3344727,0.1274414
392,-12.0625,-28.4375,27.5625,-0.4091797,1.100586,-0.2436523,0.1376953,-0.3330078,0.1259766
396,-22.625,-21.625,21.625,-0.5214844,1.09668,-0.309082,0.1376953,-0.3344727,0.1220703
400,-29.5,-24.875,17.625,-0.5834961,1.003418,-0.309082,0.1367188,-0.3369141,0.1191406
404,-40.3125,-43.9375,22.1875,-0.4365234,0.8828125,-0.1245117,0.1357422,-0.3344727,0.1152344
408,-12.625,-32.875,-0.8125,-0.3935547,0.890625,-0.09375,0.1342773,-0.3369141,0.1098633
412,-2,-37.3125,-19.5625,-0.4829102,0.9492188,-0.1206055,0.1357422,-0.3354492,0.1083984
416,-2.25,-35.75,-25.4375,-0.4169922,0.953125,-0.05126953,0.1376953,-0.3354492,0.1044922
420,-14.4375,-23.6875,-25,-0.3974609,0.9604492,-0.02832031,0.1401367,-0.3320313,0.1015625
424,-39.1875,-11.5625,-18.75,-0.4091797,0.9375,-0.005371094,0.1425781,-0.328125,0.1000977
428,-65.6875,3.1875,-5.625,-0.5795898,0.9956055,-0.1054688,0.1425781,-0.3305664,0.09326172
433,-88.3125,14.1875,-8.625,-0.6806641,0.9414063,-0.1977539,0.1425781,-0.3320313,0.08935547
437,-70.625,15.6875,-24.875,-0.8007813,0.6499023,-0.3554688,0.1425781,-0.3305664,0.08105469
441,-36.75,1.125,-32.125,-0.9516602,0.6772461,-0.5014648,0.144043,-0.3305664,0.08007813
445,-13,-20.125,-32.125,-1.017578,0.8828125,-0.5898438,0.1450195,-0.3291016,0.07714844
449,-9.75,-32.4375,-29,-0.9438477,1.069336,-0.5244141,0.1484375,-0.3256836,0.07324219
453,-18.5,-31.625,-21.5,-0.8549805,1.150879,-0.4091797,0.1533203,-0.3256836,0.07177734
457,-22.25,-23.875,-16.9375,-0.7890625,1.186035,-0.3901367,0.1557617,-0.3217773,0.06884766
461,-18.6875,-25.1875,-22.625,-0.8085938,1.279297,-0.3974609,0.1547852,-0.3242188,0.06494141
465,-12.75,-26,-34.8125,-0.7695313,1.291016,-0.3325195,0.1582031,-0.3217773,0.06347656
469,-14.6875,-20,-38.875,-0.7387695,1.205566,-0.2285156,0.1616211,-0.3193359,0.06103516
473,-14.6875,-13.125,-36.5625,-0.7543945,1.04248,-0.1435547,0.1665039,-0.3178711,0.05957031
477,-10.625,-6.25,-28.6875,-0.7773438,0.9101563,-0.09375,0.1665039,-0.3178711,0.05810547
481,-3.125,-3,-23.375,-0.7929688,0.9023438,-0.05908203,0.1689453,-0.3168945,0.05517578
485,0.0625,1.25,-20.75,-0.8198242,0.890625,-0.06689453,0.1713867,-0.3168945,0.05517578
489,2.1875,4.75,-13,-0.8007813,0.7973633,-0.005371094,0.1713867,-0.3178711,0.05810547
493,10.125,6.75,-5.3125,-0.831543,0.8012695,-0.02441406,0.1713867,-0.3168945,0.05664063
497,18.1875,6,-0.4375,-0.7504883,0.8012695,0.03271484,0.1748047,-0.3168945,0.05810547
501,28.5625,11.8125,0.9375,-0.7348633,0.8598633,0.02490234,0.1713867,-0.3168945,0.05810547
505,37.1875,13.875,-0.25,-0.746582,0.9101563,-0.04394531,0.1699219,-0.3178711,0.06201172
509,48.75,17.1875,-3.4375,-0.7504883,0.9838867,-0.1669922,0.1723633,-0.3168945,0.06884766
513,55.5,15.625,-9.375,-0.8164063,1.120117,-0.3208008,0.1738281,-0.3144531,0.0703125
517,55.3125,13.375,-13,-0.78125,1.205566,-0.4091797,0.1748047,-0.3120117,0.07714844
521,44.375,15,-15.6875,-0.7890625,1.279297,-0.4594727,0.1748047,-0.3120117,0.08105469
525,26.4375,16.9375,-15.9375,-0.8164063,1.251953,-0.4667969,0.1748047,-0.3095703,0.08398438
529,12.4375,19.4375,-14.75,-0.8237305,1.162598,-0.4091797,0.1782227,-0.3081055,0.08789063
533,12.875,23.125,-17.125,-0.831543,1.06543,-0.3051758,0.1796875,-0.3105469,0.09082031
537,34.375,23.625,-30.0625,-0.8666992,0.987793,-0.324707,0.1796875,-0.3120117,0.09326172
541,60.625,14.625,-42.4375,-0.9711914,0.9916992,-0.3666992,0.1831055,-0.3095703,0.09765625
545,87.875,-2.9375,-43.625,-1.11084,1.015137,-0.4248047,0.1889648,-0.3041992,0.1069336
549,104.3125,-20.3125,-38.9375,-1.165039,1.166504,-0.4360352,0.1914063,-0.3032227,0.1123047
553,92,-25.25,-33.875,-1.041016,1.275391,-0.4130859,0.1948242,-0.2993164,0.1166992
557,62.25,-17.625,-39.3125,-0.8046875,1.20166,-0.3208008,0.2021484,-0.2919922,0.1274414
562,31.375,0,-42.0625,-0.7348633,1.015137,-0.2978516,0.2070313,-0.2929688,0.1289063
566,11.4375,5.6875,-45.4375,-0.8046875,0.8129883,-0.3666992,0.2104492,-0.2905273,0.1342773
570,1.375,1.6875,-44.875,-0.8354492,0.6420898,-0.359375,0.2163086,-0.2905273,0.1381836
574,-9.8125,-11.625,-26,-0.8818359,0.4750977,-0.359375,0.2211914,-0.2866211,0.1425781
578,-20.75,-25.375,-3.875,-0.8276367,0.3662109,-0.324707,0.2285156,-0.2895508,0.144043
582,-14.5,-36.4375,-6.75,-0.5952148,0.3740234,-0.1362305,0.234375,-0.2944336,0.144043
586,-3.125,-31.75,-27.4375,-0.3974609,0.3857422,-0.07470703,0.237793,-0.2929688,0.144043
590,-11.625,-21.5625,-39.5625,-0.3549805,0.4204102,0.001953125,0.2436523,-0.2944336,0.1450195
594,-19.3125,-13.8125,-46.3125,-0.4750977,0.3740234,-0.128418,0.253418,-0.2954102,0.1479492
598,-36.5,-16.5625,-32.375,-0.5449219,0.300293,-0.1938477,0.2602539,-0.2954102,0.1464844
602,-54.5,-26.375,-7.75,-0.7114258,0.3271484,-0.4975586,0.269043,-0.296875,0.1479492
606,-45.5,-47.9375,-16.75,-0.5292969,0.1992188,-0.3745117,0.2783203,-0.2993164,0.1450195
610,-13.25,-49,-44.6875,-0.3320313,0.09033203,-0.0859375,0.2856445,-0.3056641,0.144043
614,7.375,-43.6875,-50.4375,-0.347168,0.09814453,0.01367188,0.2998047,-0.3056641,0.1450195
618,-4.75,-40.75,-26.8125,-0.4013672,0.07080078,0.125,0.3115234,-0.3041992,0.1425781
622,0.3125,-36.5,-7.5625,-0.6767578,0.1757813,-0.109375,0.3188477,-0.3081055,0.144043
626,1.8125,-50.25,8.6875,-0.9169922,0.3740234,-0.394043,0.3295898,-0.3120117,0.1411133
630,-3.8125,-69.75,20,-0.6416016,0.3779297,-0.1938477,0.3427734,-0.3178711,0.1411133
634,4.4375,-54.875,9.0625,-0.3823242,0.3349609,0.05175781,0.3520508,-0.3256836,0.1381836
638,12.0625,-44.125,5.25,-0.5683594,0.4165039,0.08642578,0.3642578,-0.3354492,0.1357422
642,8.125,-39.1875,9.6875,-0.5488281,0.4086914,0.1210938,0.3759766,-0.3417969,0.1313477
646,13.8125,-28.5625,11,-0.7270508,0.4985352,-0.06298828,0.3876953,-0.3466797,0.1328125
650,16.6875,-37.5,8.375,-1.044922,0.7001953,-0.4208984,0.3984375,-0.3569336,0.1313477
654,-4.0625,-55.25,5.625,-0.8164063,0.8208008,-0.394043,0.4189453,-0.3706055,0.1274414
658,-30.4375,-48.875,0.5,-0.6186523,0.6069336,-0.05126953,0.434082,-0.3803711,0.1191406
662,-37.8125,-37.75,-0.3125,-0.6494141,0.3740234,0.08251953,0.4604492,-0.4003906,0.1044922
666,-21.6875,-40.0625,4.3125,-0.8237305,0.3120117,-0.001464844,0.4868164,-0.4257813,0.08691406
670,-7.125,-52.8125,14.5,-0.878418,0.3662109,-0.03222656,0.5058594,-0.4443359,0.07568359
674,-5.625,-53.4375,17.5,-0.6845703,0.4985352,-0.06298828,0.5317383,-0.4819336,0.04980469
678,-10.0625,-61.6875,25.5,-0.6767578,0.5566406,-0.02050781,0.5581055,-0.5205078,0.01708984
682,-5.3125,-71.75,15.4375,0.5708008,1.46582,0.3520508,0.574707,-0.5517578,-0.00390625
686,-5.5625,22.6875,-114.8125,0.7451172,0.7739258,-0.112793,0.6069336,-0.5615234,-0.02978516
691,-74.6875,25.0625,-33.5625,-1.161133,0.3466797,-0.5668945,0.6245117,-0.5493164,-0.02441406
695,12.625,-1.375,-39.125,-1.114746,-0.3208008,-0.02050781,0.6318359,-0.5444336,-0.03662109
699,39.6875,-34.375,-8.1875,-0.7578125,0.5410156,0.4521484,0.6269531,-0.5356445,-0.04882813
703,30.375,-17.9375,31.125,-0.3745117,0.4868164,0.7753906,0.6220703,-0.5366211,-0.04882813
707,38,17.8125,25.125,0.3730469,0.1796875,0.9174805,0.6176758,-0.5419922,-0.03125
711,173.8125,115.375,-90.25,-0.6455078,-0.1269531,0.05957031,0.597168,-0.519043,0.04052734
715,174.8125,67.875,-32.375,-1.560059,0.7973633,-0.5898438,0.5615234,-0.465332,0.1342773
719,73.0625,16.5625,37.5,-1.041016,0.921875,-0.112793,0.5390625,-0.4428711,0.1655273
723,54.5625,35.5625,29.6875,-0.6264648,0.6577148,-0.05908203,0.5102539,-0.4282227,0.1928711
727,63.9375,44,13.125,-0.9516602,0.8208008,-0.5864258,0.4794922,-0.4106445,0.2172852
731,38.6875,19.8125,16.75,-1.145508,1.092773,-0.8286133,0.4638672,-0.3994141,0.230957
735,-5.4375,8.4375,8.125,-0.796875,0.987793,-0.4248047,0.4545898,-0.3930664,0.2392578
739,-16.375,17.4375,6,-0.7348633,0.7197266,-0.1323242,0.4506836,-0.3881836,0.2446289
743,-19.875,23.5,4.625,-0.6494141,0.5839844,-0.03613281,0.4487305,-0.3891602,0.2485352
747,-22.1875,28.75,15,-0.6030273,0.4868164,0.02099609,0.4438477,-0.3857422,0.2539063
751,-17.25,37.6875,7.9375,-0.5527344,0.4243164,-0.1323242,0.4316406,-0.3769531,0.2592773
755,-13.125,37.4375,7.4375,-0.6147461,0.4711914,-0.2207031,0.4257813,-0.3754883,0.2607422
759,-23.3125,38,12,-0.5756836,0.5214844,-0.3129883,0.4106445,-0.3681641,0.262207
763,-32.75,37.9375,12.125,-0.5024414,0.4165039,-0.2128906,0.3974609,-0.3618164,0.2583008
767,-19.875,40.625,9.0625,-0.6186523,0.2807617,-0.3515625,0.3891602,-0.3569336,0.2524414
771,-4.875,30.4375,14.375,-0.5795898,0.315918,-0.3286133,0.3759766,-0.3520508,0.2460938
775,-6.625,31.3125,23.1875,-0.5063477,0.4243164,-0.2246094,0.3618164,-0.3457031,0.2392578
779,-18.6875,38.125,25.125,-0.3974609,0.4790039,-0.1552734,0.3520508,-0.3432617,0.2333984
783,-31.5,43.1875,22.375,-0.3242188,0.4672852,-0.02441406,0.3378906,-0.3408203,0.2202148
787,-38.625,57.75,22.875,-0.3125,0.4052734,-0.1821289,0.3237305,-0.3393555,0.2089844
791,-36.8125,55.4375,25,-0.5913086,0.4125977,-0.394043,0.3129883,-0.3354492,0.2050781
795,-18.75,39.3125,25.25,-0.4287109,0.2456055,-0.2246094,0.2998047,-0.3330078,0.1943359
799,2.5625,52.1875,33.9375,-0.2192383,0.2265625,0.07128906,0.2856445,-0.3291016,0.1889648
803,1.3125,66.625,39.5625,-0.28125,0.4052734,0.09814453,0.2783203,-0.3291016,0.1831055
807,-5.625,77.5,47.6875,-0.6533203,0.6147461,-0.3901367,0.2602539,-0.3256836,0.1791992
811,-24.375,65.75,50.375,-0.8857422,0.8286133,-0.6054688,0.2485352,-0.3217773,0.1762695
815,-46.5,54.9375,49.4375,-0.730957,0.8051758,-0.5131836,0.2392578,-0.328125,0.1723633
820,-54.6875,52.8125,50.125,-0.5566406,0.6030273,-0.2055664,0.2285156,-0.3305664,0.1669922
824,-39.9375,58.5,45.4375,-0.5991211,0.5097656,-0.1206055,0.2202148,-0.3320313,0.1630859
828,-8.6875,50.75,39.1875,-0.8354492,0.6655273,-0.3476563,0.2119141,-0.3320313,0.1586914
832,5.5,31.3125,33.3125,-0.8706055,0.8129883,-0.4248047,0.2055664,-0.3320313,0.1586914
836,-0.5625,22.375,32.375,-0.7504883,0.8945313,-0.4360352,0.199707,-0.3320313,0.1572266
840,-11.5625,19.3125,26.1875,-0.6147461,0.8364258,-0.2705078,0.1962891,-0.3305664,0.1547852
