Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3,-67.625,-42.25,11.0625,-0.7695313,0.809082,-0.4208984,0.1713867,-0.296875,0.0703125
7,-75.25,-61.625,13.4375,-0.7851563,0.8632813,-0.5209961,0.1699219,-0.2993164,0.06201172
11,-85.25,-70.9375,4.1875,-0.6342773,0.7353516,-0.5898438,0.1713867,-0.3017578,0.05517578
15,-82.8125,-64.625,-8.3125,-0.5795898,0.7041016,-0.6552734,0.1738281,-0.3032227,0.04296875
19,-80,-61.3125,-11.25,-0.6069336,0.809082,-0.6171875,0.1757813,-0.3032227,0.03515625
23,-80.1875,-63.6875,-1.3125,-0.5991211,0.8945313,-0.5439453,0.1772461,-0.3032227,0.02978516
27,-82.0625,-66.25,14,-0.6264648,1.112305,-0.4902344,0.1757813,-0.3081055,0.01708984
31,-97.875,-65.0625,19.125,-0.5292969,1.088867,-0.4746094,0.1748047,-0.3066406,0.0078125
35,-112.0625,-46.8125,29.9375,-0.4443359,0.9995117,-0.7207031,0.1772461,-0.3095703,0
39,-114.5,-15.0625,21.625,-0.4750977,0.855957,-0.7861328,0.1738281,-0.3105469,-0.01074219
43,-107.125,-5.25,18.875,-0.6650391,0.9335938,-0.8017578,0.1713867,-0.3129883,-0.01904297
47,-94.4375,-16.8125,26.625,-0.6264648,0.9140625,-0.6821289,0.1699219,-0.3120117,-0.02587891
51,-79.5,-20.75,48.125,-0.4482422,0.8710938,-0.7207031,0.1674805,-0.3144531,-0.03369141
55,-67.4375,-1.5,62.25,-0.3354492,0.824707,-0.6899414,0.1650391,-0.3154297,-0.03955078
59,-69.75,22.4375,63.3125,-0.4052734,0.8671875,-0.7709961,0.1582031,-0.3193359,-0.04199219
63,-69.125,44.1875,47.125,-0.4907227,0.7001953,-0.6821289,0.1533203,-0.3217773,-0.04882813
67,-60.875,45,32.0625,-0.5952148,0.6733398,-0.6171875,0.1523438,-0.3232422,-0.05175781
72,-48.625,33.125,24,-0.6689453,0.6772461,-0.5014648,0.1499023,-0.3217773,-0.05029297
76,-35.25,16.3125,22.6875,-0.5527344,0.5683594,-0.4707031,0.1484375,-0.3232422,-0.05566406
80,-20.5,11.4375,20.125,-0.5063477,0.5878906,-0.4707031,0.1484375,-0.3256836,-0.05712891
84,-20.25,9.625,7.1875,-0.4750977,0.5878906,-0.4360352,0.1474609,-0.3232422,-0.05859375
88,-13.25,4.5,-1.75,-0.5332031,0.5566406,-0.4208984,0.1459961,-0.3242188,-0.05957031
92,-4.25,-6.875,-8.3125,-0.5371094,0.5410156,-0.394043,0.1459961,-0.3232422,-0.05957031
96,2.0625,-17.5,-15.125,-0.5063477,0.6962891,-0.3901367,0.1459961,-0.3242188,-0.05957031
100,5.1875,-18.75,-16.9375,-0.3862305,0.7197266,-0.324707,0.1474609,-0.3217773,-0.06103516
104,9,-12.625,-6.4375,-0.3320313,0.793457,-0.3286133,0.1484375,-0.3217773,-0.05957031
108,10.5625,0.8125,5.1875,-0.347168,0.840332,-0.3476563,0.1499023,-0.3217773,-0.05957031
112,9,12.1875,8.875,-0.4672852,0.8632813,-0.3862305,0.1499023,-0.3217773,-0.05957031
116,15.5625,12.3125,11.875,-0.5756836,0.8325195,-0.4936523,0.1474609,-0.3217773,-0.05859375
120,28.375,9.3125,12,-0.6376953,0.8481445,-0.5478516,0.1474609,-0.3232422,-0.05712891
124,34.9375,7.25,8.4375,-0.6494141,0.9375,-0.6748047,0.1459961,-0.3242188,-0.05566406
128,38.125,15.75,-1.375,-0.5834961,0.840332,-0.7749023,0.1459961,-0.3256836,-0.05175781
132,48.125,29.625,-2.4375,-0.5874023,0.7666016,-0.9248047,0.1459961,-0.3242188,-0.04638672
136,63.9375,44.0625,-6.5,-0.5991211,0.6694336,-1.01709,0.1474609,-0.3256836,-0.04052734
140,84.5,50.875,-7.75,-0.7270508,0.8168945,-1.020996,0.1459961,-0.3266602,-0.03271484
144,89.875,54.5625,-17.25,-0.7036133,0.8632813,-1.051758,0.1499023,-0.3256836,-0.02734375
148,92.75,74.4375,-37.25,-0.6376953,0.855957,-1.066895,0.1523438,-0.3232422,-0.01757813
152,97.4375,94.125,-48.3125,-0.6806641,0.7705078,-1.078613,0.1557617,-0.3232422,-0.00390625
156,117.375,97.25,-46.1875,-0.78125,0.7856445,-0.859375,0.1582031,-0.3193359,0.00390625
160,131.125,86,-38.9375,-0.7929688,0.921875,-0.6552734,0.1630859,-0.3144531,0.02001953
164,130.75,84.6875,-40.875,-0.7348633,0.9453125,-0.6323242,0.1640625,-0.3129883,0.03759766
168,130.875,89.375,-46.25,-0.715332,0.8286133,-0.6787109,0.1650391,-0.3095703,0.04443359
172,142.5625,90.6875,-42.0625,-0.699707,0.7119141,-0.7514648,0.1674805,-0.3032227,0.06103516
176,155.6875,94.375,-29.8125,-0.6030273,0.6962891,-0.8710938,0.1674805,-0.2954102,0.07714844
180,167.125,102.5,-23.75,-0.6845703,0.7973633,-0.9052734,0.1665039,-0.2919922,0.08935547
184,175.5625,105.125,-21.5,-0.5952148,0.5214844,-1.063477,0.1665039,-0.2841797,0.1069336
188,206,106.5,-8.9375,-0.5952148,0.4985352,-1.416992,0.1640625,-0.2753906,0.1289063
192,239.5625,123.8125,-5.875,-0.4130859,0.3232422,-1.678711,0.1616211,-0.2680664,0.1396484
196,283.0625,144.9375,9.9375,-0.4946289,0.4516602,-1.878906,0.1547852,-0.2529297,0.1640625
201,295.0625,173.3125,-5.3125,-0.5722656,1.088867,-1.705566,0.1450195,-0.2358398,0.1914063
205,268.5,209.9375,-23.6875,-0.5834961,1.069336,-1.628906,0.1376953,-0.2207031,0.2080078
