Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3,3.4375,1.375,2,0.9194336,0.3857422,0.1328125,-0.293457,-0.1166992,-0.1455078
7,2.5625,1.9375,3.125,0.9077148,0.4125977,0.1367188,-0.2924805,-0.1142578,-0.1469727
11,-0.375,1.6875,4.125,0.9038086,0.4399414,0.1367188,-0.2924805,-0.1166992,-0.1484375
15,-4.3125,0.375,5.5,0.8920898,0.4321289,0.1328125,-0.293457,-0.1157227,-0.1469727
19,-6.6875,-1.8125,5.5,0.8881836,0.4125977,0.1328125,-0.2924805,-0.1132813,-0.1484375
23,-8.75,-3.4375,5.875,0.8959961,0.4052734,0.1020508,-0.2949219,-0.1142578,-0.1469727
27,-9.875,-4.4375,7.4375,0.9116211,0.3974609,0.1020508,-0.2924805,-0.1132813,-0.1469727
31,-11.25,-4.3125,9.5,0.9077148,0.4052734,0.1098633,-0.2949219,-0.1118164,-0.1455078
36,-14.75,-6.6875,11.625,0.8803711,0.4086914,0.09423828,-0.293457,-0.1108398,-0.1469727
40,-18.4375,-9.5625,12.625,0.8959961,0.4086914,0.105957,-0.2973633,-0.109375,-0.1484375
44,-21.5625,-10.625,12.875,0.8959961,0.4052734,0.1020508,-0.2973633,-0.1069336,-0.1455078
48,-26.0625,-10.1875,13.9375,0.9077148,0.4125977,0.08642578,-0.2973633,-0.1054688,-0.1469727
52,-30,-11.5625,15.5625,0.8842773,0.3701172,0.07910156,-0.2973633,-0.1044922,-0.1469727
56,-33.75,-19,18.125,0.8769531,0.3740234,0.07519531,-0.2983398,-0.1005859,-0.1455078
60,-45,-31.4375,25.0625,0.9038086,0.3740234,0.09033203,-0.2983398,-0.09814453,-0.144043
64,-62.0625,-44.75,33.875,1.000488,0.3701172,0.1479492,-0.3007813,-0.09423828,-0.1416016
68,-80.5,-51.5625,42.75,1.147949,0.3466797,0.1943359,-0.3041992,-0.08691406,-0.137207
72,-99.4375,-50.4375,57.9375,1.268066,0.269043,0.2021484,-0.3056641,-0.08203125,-0.1357422
76,-113.5625,-47.5,82.125,1.380371,0.1679688,0.2290039,-0.3066406,-0.07080078,-0.1303711
80,-125.25,-41.5,111.4375,1.492676,0.0009765625,0.2558594,-0.3115234,-0.05712891,-0.1289063
84,-132,-42.375,143.875,1.605469,0.08251953,0.2480469,-0.3105469,-0.04833984,-0.125
88,-135.875,-43.1875,174.375,1.608887,-0.2861328,0.1943359,-0.3115234,-0.02832031,-0.1210938
92,-118.6875,-41.75,196.9375,1.744629,-0.4492188,0.1826172,-0.3125,-0.005859375,-0.1157227
96,-95.5625,-24.125,206.375,1.888184,-0.4453125,0.1748047,-0.3115234,0.008789063,-0.1113281
100,-72.25,-8.1875,217.375,1.930664,-0.4726563,0.1518555,-0.3105469,0.03125,-0.1098633
104,-59.625,1,243.1875,1.954102,-0.5073242,0.1132813,-0.3032227,0.05517578,-0.105957
108,-48.9375,-1.875,273.375,1.992676,-0.4570313,0.105957,-0.3007813,0.07275391,-0.1074219
112,-42.25,0.8125,290.5625,2.046875,-0.4296875,0.09033203,-0.2890625,0.09863281,-0.1074219
116,-18.375,18.5,299.1875,2.066406,-0.5463867,0.06347656,-0.2744141,0.1264648,-0.1035156
120,17.5625,43.6875,293.125,1.950195,-0.5581055,0.06738281,-0.2675781,0.1425781,-0.105957
124,50.3125,67.1875,284.625,1.794922,-0.4335938,0.06738281,-0.2495117,0.1635742,-0.112793
128,64.4375,85.4375,274.6875,1.663574,-0.2314453,0.05175781,-0.2304688,0.1835938,-0.1225586
132,61.75,92.375,273.3125,1.442383,-0.04541016,0.07910156,-0.2163086,0.1914063,-0.1303711
136,36.6875,83.5625,269.4375,1.279785,0.1293945,0.1518555,-0.1948242,0.2050781,-0.1416016
140,-2.6875,75.125,258.0625,1.271973,0.1875,0.2094727,-0.1733398,0.2172852,-0.1469727
144,-30.6875,64.9375,261.1875,1.217773,-0.08789063,0.159668,-0.1557617,0.2285156,-0.1484375
148,-33.25,56.6875,276.625,1.341797,-0.3056641,0.1367188,-0.1367188,0.2426758,-0.1508789
152,-26.5,62.25,293.75,1.333984,-0.3134766,0.1020508,-0.109375,0.2509766,-0.1523438
