Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,1.875,-1.125,-1.8125,-0.8549805,-0.4648438,-0.09765625,0.2583008,0.1088867,-0.09521484
4,0.1875,-1.625,-2,-0.8549805,-0.46875,-0.1015625,0.2583008,0.1113281,-0.09521484
8,-0.8125,-1.9375,-2.4375,-0.8510742,-0.46875,-0.109375,0.2602539,0.1113281,-0.09521484
12,-1.375,-1.6875,-2.5,-0.8432617,-0.46875,-0.1054688,0.2592773,0.1113281,-0.09375
16,-1.75,-1.375,-2,-0.847168,-0.4726563,-0.1015625,0.2592773,0.1113281,-0.09375
20,-2,-0.625,-1.25,-0.8432617,-0.4726563,-0.1166992,0.2583008,0.1088867,-0.09375
24,-1.8125,-0.125,-0.875,-0.8393555,-0.484375,-0.1015625,0.2568359,0.1113281,-0.09375
28,-1.5625,0.875,-0.5,-0.8354492,-0.4960938,-0.109375,0.2568359,0.1113281,-0.09375
32,-0.25,1.75,-0.5625,-0.8354492,-0.5,-0.09765625,0.2568359,0.1113281,-0.09375
36,0.625,2.75,-0.75,-0.8432617,-0.5,-0.09375,0.2583008,0.1123047,-0.09375
40,0.625,3.125,-0.6875,-0.8510742,-0.4960938,-0.09375,0.2568359,0.1123047,-0.09082031
44,0.125,2.6875,-0.8125,-0.8588867,-0.4960938,-0.09375,0.2568359,0.1123047,-0.09375
48,0,1.8125,-0.875,-0.8510742,-0.4882813,-0.07861328,0.2583008,0.1123047,-0.09521484
52,-0.9375,0.875,-0.5625,-0.8432617,-0.4804688,-0.08984375,0.2558594,0.1113281,-0.09228516
56,-1.9375,-0.0625,-0.9375,-0.847168,-0.4960938,-0.08984375,0.2617188,0.1123047,-0.09228516
60,-1.75,-0.1875,-1.3125,-0.8354492,-0.4921875,-0.0859375,0.2583008,0.1137695,-0.09082031
64,-1.125,-0.5,-0.875,-0.8393555,-0.4921875,-0.08984375,0.2592773,0.1123047,-0.09375
68,-0.875,-0.1875,-0.875,-0.847168,-0.4804688,-0.1015625,0.2592773,0.1152344,-0.09082031
72,-1.0625,0.125,-0.1875,-0.8432617,-0.484375,-0.1015625,0.2568359,0.1123047,-0.09375
76,-0.875,0.1875,0,-0.8393555,-0.4921875,-0.1015625,0.2583008,0.1137695,-0.09521484
80,-0.125,0.8125,0.1875,-0.831543,-0.5,-0.1054688,0.2583008,0.1123047,-0.09228516
84,1.875,1.1875,0.1875,-0.831543,-0.5151367,-0.1245117,0.2568359,0.1137695,-0.09228516
88,3.3125,4.375,1.0625,-0.8198242,-0.5385742,-0.1552734,0.2568359,0.1123047,-0.09082031
92,4.5,5.4375,0.25,-0.8354492,-0.6044922,-0.1552734,0.2568359,0.1137695,-0.09082031
96,6,-0.0625,-6.8125,-0.878418,-0.6435547,-0.1708984,0.2568359,0.1137695,-0.09082031
100,5.6875,-7.0625,-16.875,-0.8007813,-0.6821289,-0.1899414,0.2558594,0.1162109,-0.09228516
104,9.1875,-3.625,-22.6875,-0.7543945,-0.7290039,-0.2055664,0.2543945,0.1201172,-0.09375
108,17.3125,7.4375,-21.6875,-0.730957,-0.7832031,-0.2324219,0.253418,0.1210938,-0.09521484
112,25.4375,20,-19.75,-0.730957,-0.8222656,-0.2436523,0.253418,0.125,-0.09375
116,30.3125,22.75,-26.8125,-0.78125,-0.8574219,-0.1977539,0.25,0.1289063,-0.09667969
120,36.1875,18.3125,-38,-0.78125,-0.9116211,-0.1899414,0.2509766,0.1323242,-0.09667969
124,43.4375,19.125,-45.6875,-0.7426758,-0.9428711,-0.1743164,0.2485352,0.1376953,-0.09912109
129,50.25,25.5,-49.375,-0.7348633,-0.9428711,-0.1708984,0.2436523,0.1425781,-0.1005859
133,53.1875,27.3125,-50.75,-0.7231445,-0.9116211,-0.2324219,0.2402344,0.1474609,-0.1035156
137,43.1875,26.375,-53.3125,-0.6962891,-0.8842773,-0.2900391,0.237793,0.1489258,-0.1074219
141,21.5,19.75,-62.125,-0.6767578,-0.9038086,-0.3129883,0.234375,0.1538086,-0.1074219
145,-3.3125,7,-79.9375,-0.6494141,-1.004883,-0.2900391,0.2319336,0.1601563,-0.1088867
149,-19.3125,-0.625,-94.8125,-0.6376953,-1.136719,-0.2397461,0.2270508,0.1650391,-0.1074219
153,-26.125,-1.3125,-107.5,-0.6611328,-1.319336,-0.2016602,0.2177734,0.1748047,-0.1088867
157,-20.5625,1.6875,-116.0625,-0.6342773,-1.37793,-0.1782227,0.215332,0.1787109,-0.105957
161,-8.1875,11.8125,-119.4375,-0.6264648,-1.42041,-0.1899414,0.2045898,0.1884766,-0.1044922
165,6,22.1875,-121,-0.6342773,-1.432129,-0.2167969,0.1972656,0.1962891,-0.1044922
169,18.6875,33.875,-122.4375,-0.6264648,-1.447754,-0.2475586,0.1914063,0.2026367,-0.1020508
173,31.6875,45.625,-127,-0.6225586,-1.439941,-0.2592773,0.1831055,0.2114258,-0.1035156
177,45.9375,54.75,-133.1875,-0.6650391,-1.416504,-0.2631836,0.1723633,0.21875,-0.1035156
181,51.4375,57,-137.5,-0.7387695,-1.381836,-0.3129883,0.1699219,0.2236328,-0.1020508
185,51.6875,57.5625,-144.125,-0.7348633,-1.34668,-0.3129883,0.1582031,0.2285156,-0.1044922
189,50.125,59.125,-150.625,-0.7426758,-1.304199,-0.3129883,0.1459961,0.2348633,-0.105957
193,45.5,59.8125,-154.6875,-0.765625,-1.245605,-0.3012695,0.1401367,0.2387695,-0.105957
197,37,56.3125,-157.5,-0.8046875,-1.195313,-0.3051758,0.1269531,0.2485352,-0.1044922
201,22.125,47.875,-154.75,-0.8237305,-1.167969,-0.3168945,0.1152344,0.2539063,-0.105957
205,10.375,44.3125,-151.8125,-0.730957,-1.249512,-0.2592773,0.105957,0.2563477,-0.1044922
209,10.375,45.8125,-153,-0.6962891,-1.323242,-0.1977539,0.09277344,0.262207,-0.105957
213,16.5,47.6875,-156.3125,-0.7036133,-1.338867,-0.1630859,0.07861328,0.2675781,-0.1035156
217,21.9375,46.9375,-158.8125,-0.6767578,-1.284668,-0.1401367,0.06982422,0.2685547,-0.1044922
221,22.1875,45.6875,-160.5,-0.6845703,-1.214844,-0.1591797,0.05712891,0.2739258,-0.1044922
225,17.75,40.75,-160.375,-0.6533203,-1.160156,-0.1513672,0.04052734,0.2788086,-0.1074219
229,15.5,37.375,-158.875,-0.6069336,-1.140625,-0.1401367,0.03076172,0.2797852,-0.1074219
233,15.375,37.4375,-155.3125,-0.5874023,-1.121582,-0.1401367,0.01416016,0.28125,-0.1035156
237,17,39.0625,-149.5625,-0.5292969,-1.08252,-0.1474609,0.0009765625,0.28125,-0.1088867
241,15.9375,41.8125,-146.0625,-0.4946289,-1.008789,-0.1401367,-0.009277344,0.2836914,-0.1098633
245,12.625,40.1875,-139.3125,-0.4750977,-0.9697266,-0.128418,-0.02246094,0.2797852,-0.1113281
249,10.0625,39.8125,-132.125,-0.4248047,-0.9272461,-0.09765625,-0.03515625,0.28125,-0.112793
253,10.125,38.1875,-125,-0.3862305,-0.9155273,-0.08203125,-0.04248047,0.2797852,-0.1157227
258,12.1875,38.6875,-118.0625,-0.3164063,-0.8842773,-0.07470703,-0.05419922,0.2788086,-0.1142578
262,16.6875,40.4375,-111.125,-0.2773438,-0.8647461,-0.06298828,-0.06396484,0.2749023,-0.1181641
266,23.0625,42.75,-103.625,-0.2270508,-0.8222656,-0.05126953,-0.07128906,0.2739258,-0.1196289
270,28.625,44.5,-98.375,-0.2192383,-0.7680664,-0.03613281,-0.07958984,0.2700195,-0.1225586
274,29.5625,40.875,-95.0625,-0.1884766,-0.7055664,-0.03222656,-0.08789063,0.2675781,-0.1279297
278,31.5,36.125,-92.875,-0.1459961,-0.6787109,-0.009277344,-0.09228516,0.2651367,-0.1289063
282,35.5,34.125,-90.9375,-0.08789063,-0.6435547,-0.009277344,-0.1010742,0.2612305,-0.1303711
286,38.3125,35.5,-87.125,-0.04101563,-0.5620117,-0.009277344,-0.1069336,0.2539063,-0.1357422
290,37.9375,35.0625,-81.375,-0.05664063,-0.4921875,-0.01318359,-0.1113281,0.2539063,-0.1401367
294,35.0625,31.125,-72.5625,-0.04882813,-0.4257813,-0.001464844,-0.1176758,0.2509766,-0.144043
298,33.5625,26.1875,-63.875,-0.01025391,-0.4067383,-0.009277344,-0.1210938,0.2451172,-0.1484375
302,32.9375,22.9375,-56.1875,0.06689453,-0.371582,-0.02050781,-0.1259766,0.2436523,-0.1508789
306,29.1875,21.625,-47.9375,0.1132813,-0.340332,-0.03613281,-0.1293945,0.2397461,-0.1547852
310,21.0625,21.6875,-39.75,0.1713867,-0.3056641,-0.04394531,-0.1318359,0.2363281,-0.1606445
314,8.6875,20.1875,-33.25,0.1791992,-0.2861328,-0.04003906,-0.1352539,0.2363281,-0.1606445
318,-5.9375,14.125,-29.125,0.190918,-0.3286133,-0.005371094,-0.1352539,0.2324219,-0.1616211
322,-14.125,6.25,-28.75,0.2451172,-0.402832,0.04443359,-0.1376953,0.2314453,-0.1630859
326,-11.875,5.375,-30.625,0.2797852,-0.4765625,0.1289063,-0.1376953,0.2314453,-0.1606445
330,0.8125,9.4375,-27.1875,0.2758789,-0.4921875,0.144043,-0.1425781,0.2314453,-0.1577148
334,9.1875,13.4375,-21.9375,0.2568359,-0.421875,0.1098633,-0.1435547,0.2299805,-0.1616211
338,9,11.3125,-14.9375,0.2255859,-0.340332,0.06738281,-0.1435547,0.2299805,-0.1616211
342,6.8125,8.875,-3.625,0.2333984,-0.3364258,0.06738281,-0.1435547,0.2275391,-0.1630859
346,2.1875,9,7.0625,0.2412109,-0.324707,0.05566406,-0.1435547,0.2275391,-0.1630859
350,0.375,7.6875,14.5625,0.2451172,-0.3676758,0.07910156,-0.1435547,0.2260742,-0.1630859
354,1.625,5.0625,20.4375,0.2177734,-0.3911133,0.09814453,-0.1401367,0.2275391,-0.1645508
358,2.3125,4,26.0625,0.2216797,-0.3989258,0.09033203,-0.1391602,0.2285156,-0.1630859
362,1.6875,1.4375,31.125,0.1713867,-0.3950195,0.105957,-0.1391602,0.2299805,-0.1645508
366,2,-3.875,36.6875,0.1367188,-0.421875,0.1171875,-0.1342773,0.2314453,-0.1660156
370,4.25,-8.25,44.5625,0.1445313,-0.4140625,0.1132813,-0.1328125,0.2324219,-0.1660156
374,4.5625,-8.4375,53.125,0.125,-0.421875,0.08642578,-0.1303711,0.2338867,-0.1660156
378,6.375,-9,61.125,0.1484375,-0.453125,0.04785156,-0.1245117,0.2373047,-0.1645508
382,11.4375,-2.8125,67.75,0.1635742,-0.4648438,0.04052734,-0.1201172,0.2387695,-0.1660156
387,16.1875,3.0625,72.5,0.07080078,-0.4648438,0.04443359,-0.1152344,0.2397461,-0.1645508
391,16.6875,2.75,79.625,0.02832031,-0.4375,0.01708984,-0.1069336,0.2397461,-0.1699219
395,19.25,4.75,85.5,-0.01025391,-0.4375,0.06738281,-0.1044922,0.2426758,-0.1699219
399,21.6875,8.5,95.3125,-0.06445313,-0.4335938,0.05957031,-0.09619141,0.2451172,-0.1713867
403,22.4375,12.25,105.5625,-0.1381836,-0.4257813,0.04785156,-0.08789063,0.2460938,-0.1728516
407,20.3125,11.0625,113.9375,-0.2583008,-0.4492188,0.05957031,-0.07714844,0.2475586,-0.1767578
411,14.875,7.25,121.5,-0.2851563,-0.4726563,0.04443359,-0.06982422,0.2475586,-0.1767578
415,10.3125,4.25,127.75,-0.3432617,-0.519043,0.03662109,-0.05908203,0.2485352,-0.1782227
419,9.3125,2.1875,133.3125,-0.362793,-0.5927734,0.05175781,-0.04736328,0.25,-0.1796875
423,15.25,6.3125,135.5,-0.4052734,-0.6318359,0.06738281,-0.0390625,0.2509766,-0.1796875
427,14.875,11.4375,149.125,-0.4985352,-0.6669922,0.01708984,-0.02587891,0.2524414,-0.1806641
431,0.8125,9.375,161.1875,-0.5063477,-0.6938477,-0.05517578,-0.01269531,0.2524414,-0.1835938
435,-11.5625,3.4375,156.5625,-0.5102539,-0.7832031,-0.02441406,0,0.2524414,-0.1821289
439,-11.375,0.8125,144.5625,-0.5795898,-0.8803711,0.009765625,0.01269531,0.2524414,-0.1821289
443,-6.3125,5.0625,146.6875,-0.6884766,-0.9389648,0.02099609,0.02587891,0.2524414,-0.1796875
447,-3.375,11.6875,155.75,-0.7543945,-0.9272461,0.005859375,0.03808594,0.25,-0.1821289
451,-6.1875,11.5,165.875,-0.8198242,-0.9077148,-0.02441406,0.04980469,0.2451172,-0.1782227
455,-17.25,10.0625,173.5625,-0.8745117,-0.9116211,-0.07861328,0.06640625,0.2426758,-0.1796875
459,-32.4375,6.1875,175.875,-0.9555664,-0.9389648,-0.112793,0.07617188,0.2397461,-0.1767578
463,-48.875,-0.375,173.875,-0.9985352,-1.004883,-0.1245117,0.09375,0.2373047,-0.1738281
467,-52.5,-4.125,171.4375,-1.056641,-1.15625,-0.06298828,0.1079102,0.2299805,-0.1713867
471,-49.125,-1.75,177.8125,-1.106934,-1.210938,-0.04394531,0.1176758,0.2275391,-0.168457
475,-54.9375,-1.625,193.375,-1.157227,-1.253418,-0.1015625,0.1318359,0.2211914,-0.1645508
479,-63.5,-8.375,198.3125,-1.11084,-1.334961,-0.1206055,0.1474609,0.2124023,-0.1616211
483,-67.75,-14.125,191.6875,-1.044922,-1.393555,-0.1166992,0.1582031,0.2075195,-0.15625
487,-66.1875,-16.1875,182.75,-0.9946289,-1.467285,-0.06298828,0.1713867,0.2011719,-0.1538086
491,-62,-14.5625,175.6875,-0.9555664,-1.45166,-0.06298828,0.1831055,0.1899414,-0.1484375
495,-63.25,-14.125,168.625,-0.9130859,-1.436035,-0.06689453,0.1914063,0.1850586,-0.1494141
499,-64.875,-14.5,160.5,-0.9365234,-1.424316,-0.07861328,0.2045898,0.1762695,-0.1455078
503,-72.25,-18.25,158.5,-0.9594727,-1.463379,-0.109375,0.2119141,0.1689453,-0.1425781
507,-78.625,-23.9375,156.375,-0.9052734,-1.541016,-0.0859375,0.2177734,0.1601563,-0.1386719
511,-77.0625,-28.0625,147.0625,-0.7929688,-1.64209,-0.04394531,0.2285156,0.1513672,-0.137207
516,-68.1875,-28.1875,131.875,-0.7036133,-1.696289,-0.009277344,0.2368164,0.1425781,-0.1333008
520,-57.5625,-25.75,117.3125,-0.6845703,-1.692383,0.009765625,0.2392578,0.1347656,-0.1289063
524,-49.0625,-9.0625,231.5625,-0.2851563,-5.737305,0.7480469,0.2436523,0.1210938,-0.1289063
528,275.25,107.8125,15.8125,1.605469,-3.961426,1.105957,0.2543945,0.09863281,-0.1264648
532,265.4375,90,-107.0625,-0.5874023,-1.941406,-0.9594727,0.2558594,0.09228516,-0.1303711
536,108.25,25.875,-68.75,-0.8510742,-1.253418,-0.4360352,0.253418,0.09228516,-0.1333008
540,63.25,-5,-26.875,-0.5488281,-1.327148,-0.1323242,0.2519531,0.09765625,-0.137207
544,57.4375,6.875,-0.0625,-0.4555664,-1.008789,-0.005371094,0.2519531,0.09863281,-0.1386719
548,14.375,18.5625,1.5,-0.5141602,-0.534668,-0.2397461,0.2519531,0.09863281,-0.1386719
552,-56.25,13,14.375,-0.6650391,-0.9736328,-0.1860352,0.2558594,0.09863281,-0.1386719
556,-92.5625,-19.8125,-9.9375,-0.5756836,-1.29248,0.08251953,0.2543945,0.1010742,-0.1357422
560,-67.375,-32.3125,-64.4375,-0.3666992,-1.638184,0.2866211,0.2568359,0.1064453,-0.137207
564,-21.375,-19.5,-114.0625,-0.378418,-1.606934,0.2675781,0.2485352,0.1176758,-0.137207
568,15.625,1.25,-133.3125,-0.5795898,-1.490723,0.1904297,0.2460938,0.1235352,-0.1401367
572,43.625,19.0625,-128.25,-0.7387695,-1.29248,0.07910156,0.2392578,0.1337891,-0.1416016
576,53.375,27.375,-116.875,-0.8432617,-1.144531,-0.009277344,0.2329102,0.1435547,-0.1416016
580,48.1875,24.75,-109.5625,-0.8666992,-1.055176,-0.07080078,0.2285156,0.1474609,-0.144043
584,34.9375,18.625,-108.625,-0.8354492,-1.074707,-0.07861328,0.2236328,0.15625,-0.1455078
588,26.375,15.5,-113.9375,-0.8007813,-1.136719,-0.005371094,0.215332,0.1625977,-0.1455078
592,25.75,15.125,-119,-0.7929688,-1.210938,0.04785156,0.2104492,0.1689453,-0.1455078
596,31.1875,13.5,-124.4375,-0.8085938,-1.237793,0.09423828,0.2045898,0.1738281,-0.1484375
600,38.875,11,-132.125,-0.8276367,-1.191406,0.07519531,0.1938477,0.1826172,-0.1455078
604,36.8125,4.125,-137,-0.8745117,-1.102051,0.02880859,0.1879883,0.1875,-0.1484375
608,27.625,-3.6875,-138.5625,-0.8935547,-1.055176,0.01367188,0.1782227,0.1962891,-0.1494141
612,20.75,-9,-136.125,-0.8393555,-1.102051,0.01708984,0.1689453,0.2011719,-0.1523438
616,19.875,-7.9375,-136.6875,-0.7578125,-1.11377,0.02099609,0.1616211,0.2084961,-0.1523438
620,18.375,-3.875,-136.1875,-0.7426758,-1.121582,0.03271484,0.1499023,0.2163086,-0.1538086
624,17.5625,-2.0625,-135.0625,-0.7773438,-1.121582,0.06347656,0.1391602,0.2197266,-0.1547852
628,17.25,-4.625,-131.0625,-0.7734375,-1.148438,0.08642578,0.1318359,0.2250977,-0.15625
632,20.5625,-6.75,-130.5,-0.7348633,-1.179688,0.1171875,0.1201172,0.2324219,-0.1591797
636,21.75,-12.5,-129.4375,-0.7231445,-1.160156,0.1098633,0.1079102,0.2363281,-0.1606445
640,19.5,-20.5625,-126.9375,-0.6611328,-1.167969,0.105957,0.1010742,0.2373047,-0.1606445
645,15.6875,-27.25,-125.4375,-0.5795898,-1.1875,0.105957,0.08789063,0.2436523,-0.1645508
649,12.75,-28.5625,-127.25,-0.4790039,-1.207031,0.08642578,0.07617188,0.2475586,-0.1660156
653,15.6875,-26.8125,-129.5,-0.4365234,-1.253418,0.08251953,0.06884766,0.2475586,-0.1645508
657,20.3125,-20.5625,-134.1875,-0.3745117,-1.21875,0.03662109,0.0546875,0.25,-0.1674805
661,19.6875,-17.875,-138.125,-0.3935547,-1.15625,-0.01660156,0.04150391,0.2524414,-0.1699219
665,15.6875,-17,-139.625,-0.4013672,-1.133301,-0.001464844,0.03173828,0.2539063,-0.1713867
669,15.75,-15.125,-136.375,-0.3666992,-1.136719,0.02880859,0.02001953,0.2563477,-0.1728516
673,20.4375,-9.5,-134.125,-0.347168,-1.11377,0.04785156,0.005859375,0.2548828,-0.1738281
677,20.25,-8.375,-131.375,-0.362793,-1.055176,0.03662109,-0.001953125,0.2563477,-0.175293
681,16.4375,-11.375,-128.5,-0.328125,-1.040039,0.03271484,-0.01513672,0.2563477,-0.1782227
685,16,-9.875,-127.3125,-0.2504883,-1.059082,0.04785156,-0.02832031,0.2524414,-0.1782227
689,20.4375,-4.5,-125.0625,-0.2119141,-1.094238,0.06347656,-0.03515625,0.2524414,-0.1796875
693,30.625,0.75,-124.25,-0.2041016,-1.055176,0.08251953,-0.04492188,0.25,-0.1796875
697,37.5,3.25,-123.125,-0.2119141,-0.9814453,0.07128906,-0.05810547,0.2475586,-0.1821289
701,40.1875,5.1875,-119.9375,-0.2080078,-0.8881836,0.08642578,-0.06640625,0.2436523,-0.1865234
705,46.625,5.8125,-115.75,-0.2119141,-0.7949219,0.09814453,-0.07470703,0.2373047,-0.1904297
709,54.625,6.125,-107.875,-0.1962891,-0.6318359,0.08642578,-0.08544922,0.2348633,-0.1958008
