Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,5.375,-14.875,-24.5,-0.3164063,-0.9272461,-0.02441406,0.09130859,0.2700195,-0.1142578
4,3.25,-12.75,-37.625,-0.3164063,-0.7680664,-0.02050781,0.08789063,0.2724609,-0.1142578
8,-8.375,-12.4375,-60.125,-0.3085938,-0.7368164,-0.06298828,0.08300781,0.2724609,-0.1142578
12,-14.625,-14.3125,-65.625,-0.3354492,-0.9467773,-0.09375,0.07958984,0.2749023,-0.1113281
16,-15.3125,-18.5625,-69.5,-0.3125,-0.8496094,-0.0859375,0.06982422,0.2773438,-0.112793
20,-18.375,-24.6875,-73.4375,-0.3164063,-0.9541016,-0.07861328,0.06396484,0.28125,-0.1098633
24,-14.625,-28,-65,-0.2929688,-1.036133,-0.05126953,0.05957031,0.28125,-0.1074219
28,-7.6875,-25.6875,-58.8125,-0.2929688,-1.11377,-0.05908203,0.05078125,0.2861328,-0.105957
32,4.1875,-24.875,-20.0625,-0.28125,-1.203125,-0.09375,0.04638672,0.2885742,-0.105957
36,7.5625,-16.8125,2.25,-0.1728516,-0.8764648,-0.06689453,0.04638672,0.2885742,-0.1020508
40,-0.625,-2.75,16.75,-0.1420898,-0.9116211,-0.07861328,0.04638672,0.2900391,-0.1044922
44,-2.375,0,16.4375,-0.2426758,-1.016602,-0.1206055,0.04736328,0.2885742,-0.1044922
48,-5.625,0.875,17.75,-0.2001953,-0.9775391,-0.109375,0.04882813,0.2900391,-0.1044922
53,-7.8125,5.125,18,-0.1420898,-1.020508,-0.109375,0.05078125,0.2885742,-0.1035156
57,-4.9375,9.375,12.9375,-0.09130859,-1.047363,-0.08203125,0.05224609,0.2875977,-0.1020508
61,-0.8125,13.75,6.875,-0.06445313,-1.062988,-0.0859375,0.0546875,0.2851563,-0.1005859
65,6.5625,15.8125,0.5625,-0.08007813,-1.090332,-0.02441406,0.05712891,0.2875977,-0.1035156
69,13.8125,19.8125,-2.1875,-0.06835938,-1.105957,-0.05126953,0.05810547,0.2851563,-0.1020508
73,15.5625,21.8125,-4.8125,-0.06054688,-1.059082,-0.08203125,0.05566406,0.2836914,-0.1035156
77,14.1875,19.125,-4.9375,-0.1030273,-1.032227,-0.1435547,0.05566406,0.2797852,-0.1088867
81,7.6875,26.125,-13.625,-0.06445313,-0.9970703,-0.06689453,0.05566406,0.2788086,-0.1113281
85,7.5625,26.5,-14.6875,-0.01025391,-1.059082,-0.1054688,0.05566406,0.2749023,-0.1098633
89,5.9375,24.9375,-20.75,0.02050781,-1.062988,-0.1206055,0.05712891,0.2709961,-0.1142578
93,5.875,23.4375,-25.375,0.05908203,-1.11377,-0.1166992,0.05224609,0.2700195,-0.1166992
97,6.6875,21.3125,-32.5,0.1171875,-1.171875,-0.1206055,0.05078125,0.2675781,-0.1142578
101,10.4375,19.4375,-40.125,0.1791992,-1.226563,-0.112793,0.04980469,0.2675781,-0.1181641
105,11,27.3125,-48.25,0.2373047,-1.233887,-0.1015625,0.04638672,0.2675781,-0.1225586
109,16.8125,28.9375,-55.8125,0.2490234,-1.272949,-0.128418,0.04394531,0.2661133,-0.1210938
113,19.8125,28.6875,-58.375,0.2724609,-1.280762,-0.128418,0.04150391,0.2661133,-0.1235352
117,19.9375,30.9375,-64.625,0.3339844,-1.276855,-0.1513672,0.03662109,0.2636719,-0.1264648
121,18.1875,31.0625,-73.875,0.3417969,-1.280762,-0.1708984,0.03320313,0.2661133,-0.1303711
125,9.5,32.375,-82.1875,0.3071289,-1.304199,-0.1669922,0.02587891,0.2651367,-0.1303711
129,4.3125,22.6875,-92.3125,0.2797852,-1.308105,-0.1630859,0.02001953,0.2651367,-0.1303711
133,-4.625,17,-98.75,0.2797852,-1.342773,-0.1669922,0.01660156,0.2661133,-0.1333008
137,-5.75,5,-104.25,0.2954102,-1.42041,-0.128418,0.006835938,0.2675781,-0.1289063
141,-6.3125,4,-106.5625,0.3847656,-1.498535,-0.07470703,-0.003417969,0.2661133,-0.1289063
145,0.4375,7.1875,-113.25,0.4541016,-1.560547,-0.09375,-0.009277344,0.2651367,-0.1303711
149,3.8125,18.5625,-123.4375,0.4350586,-1.556641,-0.07080078,-0.02099609,0.2685547,-0.1303711
153,3.5,26.5625,-130.9375,0.3886719,-1.556641,-0.1245117,-0.03173828,0.2675781,-0.1289063
157,3.0625,28.75,-141,0.3110352,-1.505859,-0.112793,-0.04003906,0.2661133,-0.1303711
161,-2.75,32,-142.4375,0.2724609,-1.521484,-0.1166992,-0.05078125,0.2661133,-0.1279297
165,-1,31.25,-143.75,0.2875977,-1.521484,-0.08203125,-0.06396484,0.2636719,-0.1303711
169,-0.375,35.25,-147,0.2915039,-1.509766,-0.06298828,-0.07128906,0.2612305,-0.1289063
173,-2.3125,36.3125,-147.875,0.2529297,-1.490723,-0.08984375,-0.08398438,0.2612305,-0.1279297
177,-3.0625,29.875,-150.375,0.2216797,-1.467285,-0.08984375,-0.09863281,0.2563477,-0.1303711
182,-3.125,26.4375,-149.6875,0.2490234,-1.467285,-0.03222656,-0.1079102,0.2524414,-0.1318359
186,-0.875,28,-149.75,0.2797852,-1.443848,-0.02050781,-0.1201172,0.25,-0.1303711
190,0.8125,29.625,-149.875,0.2646484,-1.401367,-0.005371094,-0.1318359,0.2436523,-0.1318359
194,1.0625,29.25,-149.3125,0.2490234,-1.366211,-0.02441406,-0.1401367,0.2387695,-0.1318359
198,-0.375,26.125,-149.125,0.2412109,-1.308105,-0.03222656,-0.1533203,0.2338867,-0.1333008
202,-1.1875,22.4375,-147.8125,0.2373047,-1.29248,0.001953125,-0.1674805,0.2275391,-0.1347656
206,1.5625,19.75,-144.375,0.2607422,-1.245605,0.03271484,-0.1748047,0.2236328,-0.137207
210,2.75,19.25,-142.3125,0.2685547,-1.167969,0.009765625,-0.1831055,0.2163086,-0.1357422
214,1.3125,16.6875,-139.4375,0.2529297,-1.125488,0.04052734,-0.1938477,0.2060547,-0.1347656
218,2.875,13.375,-136.25,0.2758789,-1.109863,0.07910156,-0.2021484,0.2001953,-0.137207
222,6.8125,11.9375,-133.625,0.3071289,-1.062988,0.07910156,-0.2114258,0.1899414,-0.1401367
226,9.3125,11.625,-129.625,0.2915039,-0.9970703,0.06738281,-0.21875,0.1811523,-0.1416016
230,10.0625,10.4375,-121.75,0.2758789,-0.9155273,0.05175781,-0.2270508,0.1748047,-0.1425781
