Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-1.25,0.875,-0.625,-0.9399414,0.02832031,-0.4746094,0.2509766,-0.01074219,0.1831055
4,-3,-4.0625,-1.25,-0.9438477,0.0009765625,-0.4516602,0.2519531,-0.01074219,0.1831055
8,-1.75,-4.4375,0.9375,-0.9013672,-0.02978516,-0.4555664,0.2509766,-0.009277344,0.1821289
12,0.875,-1.3125,3.5,-0.8706055,-0.06445313,-0.4667969,0.2519531,-0.01074219,0.1821289
16,3.4375,2.4375,4.75,-0.8857422,-0.06445313,-0.4863281,0.2543945,-0.01171875,0.1806641
20,3.875,4.625,3.4375,-0.8818359,-0.06054688,-0.5170898,0.2519531,-0.01171875,0.1821289
24,1.9375,4.6875,-0.4375,-0.8935547,-0.07226563,-0.5551758,0.2509766,-0.01171875,0.1831055
28,1.25,5.5,-4.125,-0.878418,-0.1269531,-0.6015625,0.2519531,-0.01171875,0.1831055
32,5.0625,10.9375,-4.375,-0.8588867,-0.1733398,-0.6479492,0.2519531,-0.01171875,0.1821289
36,7.75,18.8125,-4.75,-0.847168,-0.1733398,-0.6787109,0.2519531,-0.01074219,0.1845703
40,8.125,26.4375,-7,-0.8549805,-0.1499023,-0.7363281,0.2509766,-0.009277344,0.1860352
44,8.25,31,-10.1875,-0.8745117,-0.2084961,-0.8017578,0.2485352,-0.006835938,0.1875
48,15.3125,32.75,-14.9375,-0.8046875,-0.2783203,-0.9399414,0.2460938,-0.009277344,0.1928711
52,25,42.5,-20.6875,-0.6225586,-0.3442383,-1.166992,0.2451172,-0.005859375,0.1914063
56,36.75,69.875,-32.0625,-0.5332031,-0.3442383,-1.282715,0.2412109,-0.003417969,0.1943359
60,45.25,95.4375,-39.75,-0.6264648,-0.2666016,-1.447754,0.234375,0.00390625,0.2011719
64,35.8125,123.0625,-48.8125,-0.5952148,0.0009765625,-1.532715,0.2285156,0.008789063,0.2050781
68,0.9375,154.8125,-52.1875,-0.6728516,0.1640625,-1.571289,0.21875,0.01367188,0.2143555
72,-32.75,178.8125,-47.4375,-0.8125,0.08251953,-1.571289,0.2045898,0.01611328,0.2255859
76,-47.8125,200.6875,-38.1875,-0.8198242,-0.1538086,-1.520996,0.1938477,0.01757813,0.2348633
81,-37.875,217.0625,-38.25,-0.7929688,-0.3520508,-1.475098,0.1772461,0.01513672,0.2470703
85,-9.125,234.0625,-37.5625,-0.8276367,-0.484375,-1.482422,0.1557617,0.01611328,0.262207
89,4.625,258,-49.8125,-0.8125,-0.1459961,-1.482422,0.1425781,0.01757813,0.2705078
93,-29.5,276.625,-62.625,-0.9985352,0.2299805,-1.621094,0.1166992,0.02148438,0.2797852
97,-94.875,280.0625,-62.1875,-1.180664,0.3466797,-1.709473,0.09130859,0.01855469,0.293457
101,-129.0625,283.5,-39.125,-1.133789,-0.09570313,-1.63623,0.07226563,0.01269531,0.2988281
