Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,0.75,1.8125,-1.25,0.5859375,0.8325195,-0.01318359,-0.1831055,-0.2919922,-0.1386719
4,2.1875,5.125,-2.0625,0.5708008,0.824707,-0.009277344,-0.1816406,-0.2919922,-0.1386719
8,2.4375,5.8125,-1.8125,0.559082,0.8364258,-0.01318359,-0.1816406,-0.2905273,-0.1386719
12,1.6875,3.6875,-0.5625,0.5356445,0.8442383,-0.005371094,-0.1806641,-0.2919922,-0.1357422
16,0.875,-0.125,0.75,0.527832,0.8442383,-0.02050781,-0.1806641,-0.2919922,-0.137207
20,0.0625,-3.125,1.4375,0.543457,0.8481445,-0.01660156,-0.1806641,-0.2905273,-0.137207
24,-0.375,-2.5,0.9375,0.5629883,0.8632813,-0.001464844,-0.1806641,-0.2919922,-0.137207
28,-1.0625,-0.375,0.75,0.5708008,0.8520508,-0.009277344,-0.1816406,-0.2919922,-0.137207
32,-0.6875,0.0625,0.5625,0.559082,0.8364258,-0.01318359,-0.1816406,-0.2905273,-0.137207
36,-0.4375,-1.5,1.5,0.5395508,0.8364258,-0.02832031,-0.1816406,-0.2919922,-0.137207
40,0,-2.625,1.625,0.5551758,0.8442383,-0.009277344,-0.1816406,-0.2919922,-0.137207
44,-0.5,-1.3125,0.5,0.5512695,0.8442383,-0.01318359,-0.1816406,-0.2919922,-0.137207
48,-0.6875,-1.4375,1.125,0.5395508,0.8364258,-0.02441406,-0.1806641,-0.2919922,-0.137207
52,-1.0625,-5.6875,2.125,0.5126953,0.8364258,-0.03222656,-0.1816406,-0.2919922,-0.137207
56,-1.4375,-7.5625,1.25,0.5473633,0.8481445,-0.02832031,-0.1816406,-0.2905273,-0.137207
60,-2.6875,-8.75,0.5625,0.5551758,0.8325195,-0.03613281,-0.184082,-0.2919922,-0.137207
64,-3.25,-11.0625,0.375,0.5708008,0.8481445,-0.04003906,-0.1831055,-0.2895508,-0.1357422
