Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2,5.375,6.125,3.625,0.7797852,0.5722656,-0.1630859,-0.2519531,-0.234375,0.1123047
6,4.1875,2.9375,2.0625,0.8032227,0.5761719,-0.1669922,-0.253418,-0.234375,0.1113281
10,0.375,-0.125,0.5,0.7797852,0.6108398,-0.1821289,-0.253418,-0.2329102,0.1123047
14,-1.9375,-2.5,1.3125,0.8071289,0.5878906,-0.1669922,-0.253418,-0.2329102,0.1113281
18,-3.375,-0.25,4.5,0.8300781,0.5761719,-0.1630859,-0.253418,-0.2329102,0.1098633
22,-0.75,3.3125,5.4375,0.8574219,0.5410156,-0.1474609,-0.253418,-0.2319336,0.1098633
26,4.875,7.5625,4.875,0.8652344,0.5214844,-0.128418,-0.2543945,-0.234375,0.1113281
30,9.625,11.25,5.4375,0.8691406,0.5371094,-0.1474609,-0.2543945,-0.2329102,0.1113281
34,8.1875,10.5625,3.0625,0.8110352,0.6108398,-0.1860352,-0.2553711,-0.2319336,0.1113281
38,1.25,0.8125,0.5,0.7915039,0.6381836,-0.1899414,-0.2568359,-0.2319336,0.1098633
42,-5.125,-6.0625,0,0.8183594,0.6264648,-0.1630859,-0.2543945,-0.2304688,0.1113281
46,-6.875,-9.625,-0.5625,0.8881836,0.6108398,-0.1401367,-0.2543945,-0.2319336,0.1113281
50,-4.6875,-8.625,-1.375,0.9541016,0.6030273,-0.09765625,-0.2553711,-0.2304688,0.1113281
54,0.75,-6.75,-1.1875,1.035645,0.6303711,-0.07470703,-0.2543945,-0.2319336,0.1113281
58,4.5625,-5.75,0,1.105469,0.6884766,-0.06689453,-0.2543945,-0.2319336,0.1113281
62,6.6875,-10.0625,-4.125,1.198242,0.7548828,-0.08203125,-0.2543945,-0.2319336,0.1113281
66,7,-16,-11.625,1.291504,0.8168945,-0.109375,-0.253418,-0.2304688,0.1137695
70,12.5625,-22,-20,1.318359,0.809082,-0.09765625,-0.2509766,-0.2319336,0.1166992
74,24.0625,-16.0625,-25.5625,1.438477,0.875,-0.112793,-0.2495117,-0.234375,0.1166992
78,28.375,-6.1875,-25.0625,1.326172,0.875,-0.2246094,-0.2485352,-0.234375,0.1191406
82,28.9375,-5.25,-27.9375,1.233398,0.953125,-0.2783203,-0.2460938,-0.2329102,0.1220703
86,22.625,-12.1875,-33.4375,1.09375,0.9760742,-0.394043,-0.2446289,-0.2368164,0.125
90,12.375,-25.5,-39.5,1.05127,0.987793,-0.4516602,-0.2436523,-0.2382813,0.125
95,2.9375,-23.75,-39.8125,1.140137,0.9335938,-0.3745117,-0.2402344,-0.2392578,0.1274414
99,-2.375,-6.8125,-34.125,1.059082,0.7817383,-0.3398438,-0.237793,-0.2416992,0.1289063
103,1.3125,-1.8125,-34.875,0.9775391,0.7509766,-0.4052734,-0.2353516,-0.2456055,0.1289063
107,-4.25,-4.75,-44.6875,0.9350586,0.855957,-0.4477539,-0.2329102,-0.2470703,0.1303711
111,-18.125,-7.9375,-53.3125,0.9194336,0.8364258,-0.4248047,-0.2319336,-0.2504883,0.1274414
115,-26.8125,-2.4375,-54.6875,0.8613281,0.6381836,-0.3745117,-0.2255859,-0.2568359,0.1289063
119,-24,9.625,-54.8125,0.9389648,0.6655273,-0.2592773,-0.2246094,-0.2583008,0.1259766
123,-27.25,32.8125,-54.6875,0.7915039,0.5952148,-0.1977539,-0.222168,-0.265625,0.1235352
127,-26,39.0625,-54.875,0.5395508,0.5058594,-0.1821289,-0.2197266,-0.2695313,0.1191406
131,-24.375,21.25,-59.3125,0.4155273,0.6186523,-0.2514648,-0.21875,-0.2753906,0.1152344
135,-41.3125,12.375,-59.875,0.4580078,0.6884766,-0.1708984,-0.2138672,-0.2807617,0.1123047
139,-52.5,13,-50,0.3769531,0.5292969,-0.08203125,-0.2114258,-0.2856445,0.1083984
143,-47.0625,17.8125,-23.1875,0.3769531,0.4125977,-0.03613281,-0.2104492,-0.2895508,0.1030273
147,-45.625,31.3125,-3.75,0.4814453,0.4868164,0.001953125,-0.2089844,-0.2919922,0.1000977
151,-46.0625,48.1875,9.5625,0.4931641,0.4243164,0.005859375,-0.2104492,-0.2929688,0.09326172
155,-52.8125,43.375,0.4375,0.3417969,0.4711914,0.03271484,-0.2163086,-0.2929688,0.09082031
