Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1,13,6.9375,-4.6875,-0.9555664,-0.02587891,-0.1591797,0.3081055,-0.046875,0.1069336
5,9.875,6.3125,-2.8125,-0.9907227,0.01269531,-0.1860352,0.3056641,-0.046875,0.1069336
9,1.9375,3,0.3125,-1.009766,0.04736328,-0.1977539,0.3071289,-0.04589844,0.1083984
13,-6.75,-1.4375,2.6875,-1.013672,0.05908203,-0.2167969,0.3071289,-0.04443359,0.1069336
17,-10.375,-2.9375,1.25,-0.9790039,0.03613281,-0.1977539,0.3071289,-0.04589844,0.1098633
21,-8.9375,-3,-1.6875,-0.9555664,-0.01806641,-0.1899414,0.3056641,-0.04589844,0.1083984
25,3.875,1,-5.75,-0.9130859,-0.1230469,-0.1708984,0.3056641,-0.04589844,0.1083984
29,12.9375,4.9375,-6.6875,-0.9555664,-0.08398438,-0.1860352,0.3071289,-0.04443359,0.1083984
33,14.4375,3.3125,-3.875,-0.9790039,-0.03369141,-0.1821289,0.3071289,-0.04443359,0.1083984
37,9.25,2.0625,-1.0625,-0.9829102,0.004882813,-0.1899414,0.3046875,-0.04296875,0.1083984
42,0.5625,-1.0625,2.8125,-0.9946289,0.02832031,-0.1899414,0.3071289,-0.04443359,0.1098633
46,-6.8125,-3.75,4.4375,-0.9750977,0.02441406,-0.1821289,0.3046875,-0.04296875,0.1069336
50,-7.625,-3.8125,4,-0.9438477,-0.02587891,-0.1743164,0.3056641,-0.04589844,0.1069336
54,-0.125,-0.4375,1.125,-0.9287109,-0.06445313,-0.1552734,0.3056641,-0.04443359,0.1069336
58,9.25,3.375,-1.6875,-0.9326172,-0.07226563,-0.1591797,0.3071289,-0.04589844,0.1083984
62,12.3125,4.9375,-2,-0.9594727,-0.03369141,-0.1708984,0.3071289,-0.04296875,0.1083984
66,8.8125,4.0625,0.0625,-0.9790039,0.01269531,-0.1782227,0.3071289,-0.04199219,0.1069336
70,2.25,2.125,2.375,-0.9907227,0.02441406,-0.1938477,0.3071289,-0.04443359,0.1098633
74,-2.6875,0.125,3.625,-1.001953,0.02441406,-0.1899414,0.3071289,-0.04443359,0.1083984
78,-2.375,-0.5625,2.625,-0.9790039,-0.01806641,-0.1669922,0.3046875,-0.04296875,0.1083984
82,2.5625,1.4375,-0.5625,-0.9555664,-0.03759766,-0.1591797,0.3056641,-0.04296875,0.1098633
86,7.3125,4.0625,-2.375,-0.9672852,-0.02587891,-0.1708984,0.3056641,-0.04443359,0.1083984
90,10.625,5.5,-3.75,-0.9946289,-0.006347656,-0.1821289,0.3071289,-0.04296875,0.1098633
94,9.5,4.3125,-5.0625,-1.021484,0.02441406,-0.1977539,0.3046875,-0.04199219,0.1113281
98,2.5,2.875,-4.0625,-1.029297,0.08251953,-0.1860352,0.3046875,-0.04052734,0.1098633
102,-7.25,1,-5.75,-1.060547,0.08251953,-0.1552734,0.3032227,-0.04052734,0.1098633
106,-13.1875,1.0625,-6.75,-1.11084,0.05126953,-0.1362305,0.3056641,-0.03955078,0.1113281
110,-13.75,3,-10.9375,-1.157227,-0.006347656,-0.1015625,0.3046875,-0.04199219,0.1113281
114,-8,9.8125,-16,-1.219238,-0.04541016,-0.09375,0.3032227,-0.04052734,0.1098633
118,-2.4375,16.5,-20.125,-1.331543,-0.05273438,-0.109375,0.3046875,-0.03808594,0.1123047
122,-3.1875,17.6875,-20.5,-1.40918,-0.002441406,-0.1743164,0.3032227,-0.03808594,0.1123047
126,-10.6875,21.6875,-21.25,-1.447754,0.0009765625,-0.2055664,0.3022461,-0.03564453,0.1166992
130,-17.75,18.5,-21.6875,-1.513672,-0.006347656,-0.2822266,0.3022461,-0.03564453,0.1166992
134,-18.25,15.5625,-22.25,-1.501953,-0.07226563,-0.3286133,0.3022461,-0.03320313,0.1181641
138,-13.125,13.625,-30.6875,-1.533203,-0.09179688,-0.3398438,0.2983398,-0.03173828,0.1206055
142,-9.125,9.75,-35.6875,-1.513672,-0.1074219,-0.3398438,0.2983398,-0.02929688,0.1220703
146,-11.25,4.5625,-36.875,-1.471191,-0.1035156,-0.3051758,0.2998047,-0.02587891,0.1235352
150,-17.625,-0.5,-37.625,-1.405273,-0.1074219,-0.324707,0.2983398,-0.0234375,0.1235352
154,-23.375,-7.6875,-36.25,-1.335449,-0.1459961,-0.3325195,0.2973633,-0.02050781,0.1235352
158,-21.9375,-12.625,-37.75,-1.253906,-0.2470703,-0.3515625,0.2973633,-0.01953125,0.1220703
162,-11.9375,-17.9375,-39.5625,-1.129883,-0.3442383,-0.3862305,0.2983398,-0.01708984,0.1206055
166,-0.4375,-21.25,-33.6875,-1.157227,-0.46875,-0.4052734,0.2983398,-0.01464844,0.1191406
171,7.25,-34.375,-27.6875,-1.025391,-0.3286133,-0.3745117,0.2983398,-0.009277344,0.1181641
175,14.9375,-40,-24.25,-0.8857422,-0.2861328,-0.3286133,0.2998047,-0.008300781,0.1137695
