Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.5,-1.125,0.5625,-0.9438477,-0.3134766,-0.05908203,0.2675781,0.1064453,-0.1020508
4,0.9375,-1.5625,0.1875,-0.9326172,-0.2978516,-0.07080078,0.269043,0.1074219,-0.1005859
8,0.75,-0.9375,-0.125,-0.9130859,-0.2861328,-0.08984375,0.2675781,0.1049805,-0.1005859
12,-0.8125,0.0625,-0.0625,-0.9248047,-0.2705078,-0.09765625,0.269043,0.1049805,-0.09765625
16,-2.9375,0.25,1.25,-0.9365234,-0.2744141,-0.09765625,0.2700195,0.1049805,-0.09912109
20,-3.4375,0.25,1.625,-0.9248047,-0.2939453,-0.08203125,0.2675781,0.1049805,-0.09912109
24,-3,0.9375,1.125,-0.9208984,-0.3095703,-0.07080078,0.269043,0.1064453,-0.09912109
28,-2,0.875,-0.0625,-0.9326172,-0.3095703,-0.07470703,0.2700195,0.1064453,-0.09912109
32,-0.6875,-0.3125,-0.25,-0.9399414,-0.3134766,-0.06298828,0.2675781,0.1064453,-0.09912109
36,0.3125,-0.3125,0.375,-0.9365234,-0.2978516,-0.06689453,0.269043,0.1064453,-0.09667969
40,0.0625,-0.4375,0.4375,-0.9399414,-0.2978516,-0.06689453,0.2700195,0.1064453,-0.09765625
44,-0.3125,-1.3125,-0.5,-0.9248047,-0.2900391,-0.08203125,0.2675781,0.1049805,-0.09912109
48,-0.9375,-0.375,-0.8125,-0.9208984,-0.3017578,-0.07861328,0.2675781,0.1049805,-0.09765625
52,-0.125,-0.625,-0.625,-0.9399414,-0.3056641,-0.06689453,0.2675781,0.1049805,-0.09667969
56,1,-1,-0.25,-0.9399414,-0.2939453,-0.06689453,0.2675781,0.1035156,-0.09912109
60,0.875,-0.75,-0.375,-0.9365234,-0.3056641,-0.07861328,0.2675781,0.1064453,-0.09912109
64,0.5625,-1.375,-1.6875,-0.9365234,-0.2978516,-0.07861328,0.269043,0.1064453,-0.09912109
68,0.3125,-1.1875,-1.375,-0.9287109,-0.2900391,-0.0859375,0.2675781,0.1049805,-0.1005859
72,0.5,-0.375,-0.5625,-0.9365234,-0.2900391,-0.07080078,0.2666016,0.1064453,-0.09765625
76,0.5,-1.375,-0.1875,-0.9438477,-0.2822266,-0.08203125,0.2675781,0.1064453,-0.1005859
80,-0.4375,-1.25,-0.4375,-0.9287109,-0.2861328,-0.07861328,0.2675781,0.1049805,-0.1005859
84,-0.875,-2,-0.9375,-0.9399414,-0.2939453,-0.08203125,0.269043,0.1035156,-0.1005859
88,-0.875,-1.9375,-0.8125,-0.9248047,-0.2900391,-0.07861328,0.2675781,0.1064453,-0.09765625
92,-0.125,-1.5,-0.625,-0.9365234,-0.3017578,-0.07470703,0.2675781,0.1064453,-0.1005859
97,0.1875,-1.4375,-0.1875,-0.9248047,-0.2978516,-0.07861328,0.269043,0.1049805,-0.1005859
101,0.5625,-1.4375,-0.625,-0.9169922,-0.2900391,-0.08984375,0.2666016,0.1049805,-0.1005859
105,0,-0.9375,-1.3125,-0.9169922,-0.3017578,-0.08984375,0.2675781,0.1049805,-0.1005859
109,0.3125,-0.5,-2,-0.9287109,-0.2939453,-0.07861328,0.269043,0.1064453,-0.1020508
113,1.5625,-0.25,-0.625,-0.9326172,-0.2939453,-0.0859375,0.2666016,0.1064453,-0.1005859
117,1.9375,-0.3125,0,-0.9287109,-0.2783203,-0.08203125,0.2675781,0.1064453,-0.1005859
121,0.25,-0.0625,0,-0.9169922,-0.2626953,-0.09765625,0.2675781,0.1064453,-0.1005859
125,-2.8125,0,-0.5,-0.9287109,-0.2783203,-0.1015625,0.2666016,0.1064453,-0.1005859
129,-2.8125,-0.5625,-1.25,-0.9326172,-0.3056641,-0.0859375,0.2675781,0.1074219,-0.1005859
133,-0.0625,-0.3125,-1.375,-0.9248047,-0.3208008,-0.07080078,0.2675781,0.1049805,-0.09765625
137,3.1875,0.4375,-1.0625,-0.9130859,-0.3056641,-0.0859375,0.2666016,0.1064453,-0.09912109
141,3.1875,2.5,-1,-0.9248047,-0.2744141,-0.09375,0.2666016,0.1074219,-0.09912109
145,-0.375,2.1875,-0.6875,-0.9477539,-0.2548828,-0.1015625,0.2675781,0.1049805,-0.1020508
149,-3.3125,0.8125,0.3125,-0.9516602,-0.2705078,-0.07080078,0.2675781,0.1064453,-0.1005859
153,-2.3125,-0.3125,1.1875,-0.9438477,-0.3017578,-0.06298828,0.2675781,0.1074219,-0.09765625
157,0.8125,-0.6875,0.9375,-0.9130859,-0.3208008,-0.07470703,0.2675781,0.1088867,-0.1005859
161,1.1875,1.375,-0.75,-0.9130859,-0.2939453,-0.07861328,0.2675781,0.1074219,-0.09912109
165,-0.1875,0.375,-1.8125,-0.9326172,-0.2861328,-0.09375,0.2675781,0.1064453,-0.1020508
169,-0.25,0.25,-1.375,-0.9208984,-0.2900391,-0.08203125,0.2675781,0.1064453,-0.1005859
173,1.4375,1.25,0.1875,-0.9169922,-0.2978516,-0.0859375,0.2675781,0.1064453,-0.1005859
177,1.5,2.625,0.5625,-0.9248047,-0.2744141,-0.07861328,0.2666016,0.1074219,-0.1005859
181,-0.125,1.8125,0.5625,-0.9477539,-0.2744141,-0.08203125,0.2651367,0.1049805,-0.1005859
185,-1.5625,0.8125,1.1875,-0.9365234,-0.2861328,-0.07470703,0.2675781,0.1074219,-0.09912109
189,-1.1875,1.375,1.125,-0.9169922,-0.3017578,-0.07861328,0.2666016,0.1049805,-0.1005859
193,-0.4375,1.6875,0.125,-0.9326172,-0.2900391,-0.08203125,0.2666016,0.1064453,-0.09912109
197,-1.125,1.75,-0.1875,-0.9248047,-0.2900391,-0.09375,0.2675781,0.1074219,-0.09765625
201,-1.5,2.3125,0.1875,-0.9399414,-0.2822266,-0.07470703,0.2675781,0.1049805,-0.09765625
205,-2.0625,2.25,1.375,-0.9399414,-0.2900391,-0.07470703,0.2666016,0.1064453,-0.09765625
209,-2.125,1.8125,1.5,-0.9399414,-0.3017578,-0.06298828,0.2700195,0.1064453,-0.09912109
213,-1.375,1,0.375,-0.9438477,-0.3208008,-0.06689453,0.269043,0.1074219,-0.09765625
217,0.125,0.625,-0.4375,-0.9326172,-0.3364258,-0.07470703,0.2675781,0.1074219,-0.09765625
221,1.875,1.6875,0.1875,-0.9208984,-0.3173828,-0.07470703,0.269043,0.1064453,-0.09765625
226,0.75,2.25,0.25,-0.9208984,-0.2900391,-0.1015625,0.269043,0.1064453,-0.1005859
230,-2.5625,2.0625,-1.0625,-0.9248047,-0.2861328,-0.1015625,0.2675781,0.1064453,-0.09765625
234,-5.625,1.4375,-2.6875,-0.9326172,-0.3208008,-0.0859375,0.2675781,0.1064453,-0.09667969
238,-7.1875,1.375,-3.1875,-0.9248047,-0.3598633,-0.08984375,0.2675781,0.1064453,-0.09667969
242,-8.5,1.1875,-4.4375,-0.9326172,-0.4179688,-0.09375,0.2709961,0.1074219,-0.09765625
246,-7.1875,-0.3125,-8.25,-0.9477539,-0.503418,-0.08203125,0.269043,0.1074219,-0.09521484
250,-8,-1.25,-12.875,-0.9633789,-0.5581055,-0.1206055,0.2675781,0.1098633,-0.09667969
254,-13.6875,-5.75,-21.0625,-0.9750977,-0.5927734,-0.1362305,0.2666016,0.1088867,-0.09375
258,-35.625,-19.4375,-44.25,-0.9672852,-0.6044922,-0.1899414,0.2651367,0.1137695,-0.09521484
262,-67.3125,-38.125,-70.625,-0.862793,-0.7602539,-0.2553711,0.2617188,0.1176758,-0.09521484
266,-81,-36.25,-88.6875,-0.6572266,-1.086426,-0.1630859,0.2583008,0.1264648,-0.09375
270,-68.3125,-7.9375,-87.3125,-0.6342773,-1.350586,-0.07470703,0.2543945,0.1313477,-0.09082031
274,-52.8125,11.0625,-70,-0.8237305,-1.587891,-0.07080078,0.2485352,0.1411133,-0.08984375
278,-34.5625,17.3125,-60.4375,-0.7773438,-1.789551,-0.07470703,0.2460938,0.1450195,-0.08544922
282,-11.375,24.875,-85.375,-0.78125,-1.898438,-0.03613281,0.2451172,0.1513672,-0.08154297
286,10.1875,21.3125,-127.75,-0.9130859,-1.886719,-0.07470703,0.2392578,0.1577148,-0.08007813
290,17.8125,15.6875,-158.8125,-1.056641,-1.820801,-0.05908203,0.2294922,0.1699219,-0.08154297
294,29.875,16.875,-176.625,-1.118652,-1.875,-0.04003906,0.222168,0.1762695,-0.08007813
298,52.0625,20.375,-184.25,-1.219238,-1.840332,-0.04736328,0.2104492,0.1884766,-0.08154297
302,70.8125,22.25,-186.3125,-1.300781,-1.665527,-0.07861328,0.1972656,0.1987305,-0.08447266
306,67.5,19.5,-185.5,-1.385742,-1.505859,-0.1552734,0.1879883,0.2050781,-0.08691406
310,50.3125,11.9375,-192.5625,-1.40918,-1.475098,-0.1245117,0.1738281,0.2163086,-0.09082031
314,48.1875,5.1875,-207.9375,-1.351074,-1.626465,-0.07080078,0.1606445,0.2260742,-0.09228516
318,61,6.375,-226.6875,-1.362793,-1.653809,-0.02832031,0.1484375,0.2324219,-0.09667969
322,76.1875,5.875,-232.9375,-1.463379,-1.606934,-0.04394531,0.1293945,0.2426758,-0.1005859
326,87.5,2.3125,-232.375,-1.505859,-1.529297,-0.05908203,0.109375,0.2509766,-0.1044922
330,99.5625,-1.25,-229.875,-1.494141,-1.471191,-0.05908203,0.09619141,0.2548828,-0.112793
334,111.25,-3.6875,-228.0625,-1.494141,-1.354492,-0.07080078,0.07617188,0.2612305,-0.1196289
338,111.25,-10.125,-228.5625,-1.467285,-1.121582,-0.1166992,0.05322266,0.262207,-0.1289063
342,93.8125,-21.8125,-226.0625,-1.443848,-1.008789,-0.128418,0.04052734,0.2651367,-0.1333008
346,74.75,-34.6875,-223.625,-1.315918,-1.012695,-0.1166992,0.01660156,0.2661133,-0.1425781
350,67.8125,-36.375,-224.625,-1.157227,-1.040039,-0.07470703,-0.004394531,0.2636719,-0.1484375
